company_name,job_title,job_desc,salary
PROSEGUR SINGAPORE PTE LTD                    Posted On :12 Jul 2018,Commercial Executive,"JOB REQUIREMENT â¢ Candidate must possess at least Bachelor's Degree/Professional Degree â¢ At least 1 Year(s) of working experience in the related field is required for this position. â¢ Preferably Junior Executive specialized in Sales - Technical/IT or equivalent. â¢ Strong communication, presentation and organizational skills. â¢ Self-motivated, goal & details oriented. JOB SCOPE â¢ Acquire new sales and grow sales volume with existing customers. â¢ Perform full pre and post sales activities. â¢ Identify key decision makers within targeted accounts. â¢ Preparation of quotations and tender and liaise with multiple business units. â¢ Gather market intelligence. â¢ Maintain and achieve customer satisfaction in pursuit of business targets. â¢ Generate leads and develop lead opportunities for client services and solutions. â¢ Engagement with decision makers with discussion on their business pains. â¢ Conduct peer-to-peer conversation with senior executives, multiple enterprise and its purchasing behaviour. Individuals in each targeted company to gain a cross functional view of the manage goals and objectives of multiple projects concurrently. â¢ Participate in conference calls with clients to articulate various trends in the market and further outline lead opportunities. â¢ Maintain accurate sales records (prospects pipeline and accomplished sales).  ",3000
Recruit Express Pte Ltd - West,Temp Data Entry/ Admin Officer x 2 (US MNC) (Ref: JTL),"Provide administration support in the Logistics/ Marketing/ HR Department Compile data and input it into the In-house system Generate reports to the respective departments Participate in the trade shows and other events activities Job Requirements Minimum GCE 'A' Levels/ Diploma/ Degree in any discipline On-Job-Training provided Able to commence work on short notice Interested candidate please send in your resume in MS Words format to: Topaz Liang Huimin (CEI No. R1104500), email to: west5@recruitexpress.com.sg ",1800
OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD                    Posted On :18 Jul 2018,Urgent Opening for Data Analyst/Scientist (SQL and Excel) ,"Urgent Opening for Data Analyst/Scientist (SQL and Excel) with Optimum Solutions, SG.  Employer : Optimum Solutions Pte. Singapore Exp : 2 to 9 years Requirement: Data Analyst/Scientist (SQL and Excel)  JD as below: Key Responsibilities: Primary Skills : SQL Scripting and excel programming Experience SQL Scripting Good excel programming skills Experience in banking projects is added advantage. ",5000
Singapore Press Holdings Ltd , Data Analytics Manager 			,"The Data Analytics Manager is a key member of the Analytics team in the Media Strategy and Analytics division. He or she will work together with data scientists/engineers on various types of analytics projects to support different line of businesses. The candidate does not need to be a veteran in the field, but significant experience and exposure to analytics tools and projects are expected. Substantial project management experience will be advantageous. More importantly, an open mind toward classical and non-classical analytics/data problems will be very crucial for success.The Job 1. Data integration for analytics purpose: Â· Understand the analytics needs for different line of business including web and app analytics, subscription-based product marketing and sales, and digital ads. Understand the underlying data related requirements and platform requirements not only from analytics point of view but also for model implementation and activation.  Â· Data integration project planning, management and coordination. Managing relationships with all stakeholders. Able to identify critical path for timely delivery of projects and optimal resource allocation. Setting milestones and project schedule. Â· Design data integration process by developing common definition of source data, identifying relationships between data and the optimal way of creating the physical link between different sources, and recommending data interchange methods and updating mechanisms. Â· Project documentation 2. Analytics: Â· Design analytical experiments/solutions to understand/solve various business problems from web analytics, marketing, campaign analysis, and traditional CRM analytics to retail optimization.  Â· Partner with developers to design develop and implement analytics applications for business units Â· Partner with business units to provide expertise and advisory on data analytics needsRequirements Â· At least a Degree in Statistics, Mathematics, Economics, Computer Science or related fields Â· 3 to 5 years of working experience with analytics project management Â· Knowledge of Data Warehouse concept Â· Experience in both traditional data warehouse and big data platforms. Experience in Amazon Web Services Â· Comfortable coordinating multiple projects involving a group of business units Â· Good communication skills, able to translate statistical findings to business language Â· Comfortable working with large (millions of records) complex (>100 dimensions) of data, and able to explore the unknown Â· Possess a selection of skills and experience with analytics tools and languages such as SAS, SPSS, STATA, Python, R, SQL. Strong coding experience is desired but not essential, however the candidate needs to be comfortable/flexible to work with a range of tool/languages. Â· Experience with visualization tools Tableau, R, Shiny etc     (Only short-listed candidate will be notified) ",Undisclosed
The Supreme HR Advisory Pte Ltd,Customer Service Assistant [ Data Entry/ Client Management] ,"â¢ Attractive Salary Packages â¢ Career Development Opportunities â¢ Fast-track Career Progression  Interested applicants can send your resume tosupreme.issacchan@gmail.comand allow our Consultants to match you with our Clients. No Charges will be incurred by Candidates for any service rendered.Role - Receiving orders, entering orders into SAP - Tracking of orders in system - Liaising with customer to ensure on time delivery of product. - Other ad hoc duties assigned Requirements -1 year customer service on Catering experiencePlease include the following in your Resume Document * (*.DOC/PDF - Files should not exceed 2MB) â¢ Name â¢ Contact No. â¢ Nationality/PR Status â¢ Location/Address â¢ Recent Photo â¢ Expected Salary ",1800
BGC GROUP PTE LTD,[PUBLIC SECTOR] DATA COLLECTORS x15! URGENT! $2000!! TRAINING PROVIDED,"FREE Training provided! Conduct labour force surveys for the public sector to generate local statistics for yearly reporting! Matured workers welcome!Salary: $2000/mthWorking Hours: 37HR/week (will DECREASE TO 31HR/week after 2mth, no change in pay) Shift 1: Mon-Fri 8AM-3PM Sat 9.30AM-5.30PM Shift 2: Mon-Fri 2.30PM-9.30PM Sun 9.30-5.30PMDuration: Min till End Aug, Extendable. Location: Clarke Quay Job scope: - Conducting of not-so-cold calls to selected households to gather labour force statistics based on a given list of households. (Households already pre-amped with an official letter) - Data entry to record responses Requirements: - Min. N levels - Singaporeans only - Basic Microsoft Office proficiency  Interested? Send your resume, duration you can work for, and job title to kaisin@bgc-group.com or Whatsapp Kaisin@ 97951872 with your name and job title now! Lem Kai Sin (Outsourcing) BGC Group Pte Ltd EA License No:05C3053 ",2000
The Supreme HR Advisory Pte Ltd,System Analyst [SQL script/relational databases/web-based systems]," â¢ Attractive salary packages â¢ Company Bonuses, Benefits & Privileges â¢ Career Progression Opportunities  Interested applicants can send your resume to vince_tan@thesupremehr.com and allow our Consultants to match you with our Clients. No Charges will be incurred by Candidates for any service rendered.  Role Project coordination with external vendors Provide Warehouse Management System (WMS) support, track and troubleshoot WMS issues Provide day-to-day administration of databases Data extraction from WMS for reporting needs Develop reports to meet business needs Develop scripts / programs to enhance the effectiveness of applications and databases Maintain or update the company intranet Maintain the MHS servers Other tasks as assigned by HOD Requirement  Diploma/Degree in Computer Science/IT with at least 2 years of relevant experience Experience with formal project management practices and vendor management skill sets to drive timely delivery of solutions Expertise and experience in at least one of the following business disciplines: supply chain management, warehousing, transportation, or distribution Knowledge of formal systems development methodologies Thorough understanding of current information systems technologies such as client/server, relational databases, web-based systems, and object oriented design Ability to code SQL scripts a must Excellent planning, client support, communication and organization skills Candidates are required to provide support out of office hours   Please include the following in your Resume Document * (*.DOC/PDF - Files should not exceed 2MB) â¢ Name â¢ Contact No. â¢ Nationality/PR Status â¢ Location/Address â¢ Recent Photo â¢ Expected Salary   ",3000
Recruit Express Pte Ltd,Recruitment Consultant (Banking & Finance Specialisation) | Ref: KAR,"About our Specialisation: The Banking and Finance Division comprises of more than 40 consultants seated at 2 offices in Raffles Place. Majority of our clients are the banks, general/life insurance companies and commercial financial institutions. We cater to both Temp/Contract and Permanent placements for our clients. Positions that we worked on range from bank admin, to risk and compliance analyst, actuarial analyst, finance and account roles etc.  About the Job: A. Business Development: Prospect for potential companies who are looking to hire and build up new accounts to grow the organisation. Speak to hiring managers and key HR personnels on their hiring needs and market our services to them. Engage in negotiations with clients and learn to draft proposals/RFPs. Build long-term and meaningful partnerships with clients. Advice clients on Employment Act matters.  B. Recruitment: Screen candidates through phone and face-to-face interviews. Candidate profiling. Advice candidates on their career progression and other employment matters; Candidate management.  Requirements: Minimum Degree in any field. No working experience required as we provide comprehensive training and mentorship.  The Culture: Fast-paced and dynamic working environment with many exciting company events organized by our very own staff. We believe in teamwork - setting targets as a team and work hard towards the goals. We believe in grooming potential leaders to lead, grow and manage their own teams. Healthy competition is what drives our people to do well and stay motivated on the job.  Interested applicants, please send in your resume to Karen Lee Yen Lin (R1326231) ",2500
The Supreme HR Advisory Pte Ltd,"Facilities Engineer/Project Engineer[Electrical knowledge, M&E; ]"," East Attractive Salary Career Progression Opportunities   *Requirements and Skills Minimum qualification Diploma or equivalent Min experience 2 years & above Tactful, analytical skills and responsible  *Job Description Daily health check non-critical/critical facilities & records Attendance/initial troubleshooting to fault/breakdown/complaint & records Attend user request for handyman works, eg. Cabinet door faulty, minor shifting etc and report to client CAS for follow up action Generating the 1st incident report & escalation Coordination/supervision of contractor's work (maintenance/rectification/fault) Maintaining records for utilities,chilled water & condenser water usage/monthly work carried out/monthly fault call-out /outstanding works Coordination/supervision of landlord on building related work (aircon,toilet, lighting,etc) Reporting of abnormality 7 days/24 hours standby for any M & E related emergency call out Monitoring of FMAS on Data Centre M & E facilities Scheduling of FCUs and AHUs for aircon extension request Obtain quotation for maintenance and improvement works from vendors/contractors Carry out duties in accordance with QEHS policy, procedures and work instructions Aware of the legal and other requirements and significant environment aspects/impacts (EAI) and occupational safety and health hazard/risks associated with their work activities Reg No R1871723 Ea No 14c7279 Job Type: Full-time Job Type: Full-time  ",1700
Recruit Express Pte Ltd - HCLS,"Temp/ Perm Admin Assistant (Data entry, Data processing, Healthcare MNC)","Job Description:  Make phone calls out to applicants to remind them of submitting documents Simple administrative duties such as data entry, scanning, filing and printing Handle inbound and outbound calls Support and provide customer service via phones  Requirements: Possess at least O/A Levels or Diploma in any field Able to commit for at least 3 months Able to commence work immediately or in short notice No experience needed, full training will be provided. Keen interest in the healthcare/ medical industry  Interested candidates please send a copy of your resume to leonleong@recruitexpress.com.sg Email Subject: Admin Assistant - Leon  Leon Leong De Cong R1551708 Recruit Express (Healthcare & Lifesciences Division) EA License: 99C4599    ",Undisclosed
The Supreme HR Advisory Pte Ltd,Credit Risk Analyst ,"Assess credit risk and prepare credit proposal for existing customers Perform periodic covenant checks, security monitoring, portfolio reviews, regular compliance checks on financial covenants on respective accounts and keep management updated with any early warning signals. Ensure that all reviews and proposals are prepared in accordance to the stipulated deadlines Ensure that all transactions and credit risk functions are carried out in compliance with the companyâs rules and regulations Negotiate payment and follow-up on past due accounts Provide advice, assistance and counsel on distributorsâ agreement to ensure credit risk compliance Review and keeping current on the latest economy developments across SEA and CIS Maintain distributorsâ information to ensure all limits are updated Manage and take charge of AR Aging reporting, collection and letter of credit processing Prepare monthly and related credit reports to accounting department Ensure up-to-date policies and procedures, align with corporate directions and manage the risks with advanced compliance policies and contractual terms Credit administration, credit insurance and credit control Provide support in administering the company channel data management and ensure data accuracy. Process and maintain records of the sales, inventory reports and ensure compliance to standardized procedures. Perform other duties or projects as assigned  ",3000
The Supreme HR Advisory Pte Ltd, Import Officer [Air / Sea / Logistics / TradeNet / SAP / BANN] URGENT,"â¢ Attractive salary packages â¢ Company Bonuses, Benefits & Privileges â¢ Career Progression Opportunities  Interested applicants can send your resume to daynachiam@thesupremehr.com and allow our Consultants to match you with our Clients. No Charges will be incurred by Candidates for any service rendered  Role  Communicate and co-ordinate with other departments on enquiries.  Liaise with forwarders for all deliveries and collection schedules.  Ensure the system data is up-to-date with the physical parts movement with proper supporting documents.  Data entry of Inventory and assist in the inventory count process.  Preparation of weekly / monthly reports on store activities.  Support the Logistics Manager on the smooth running of daily store operation.  Requirement  Min 1 year of experience  Good communication and inter-personal skill  Able to work within tight deadlines & multitask effectively  Proficient in MS Office applications  Import / Export permit declaration experience will be advantageous  Knowledge of BAAN / SAP / TradeNet system is of advantageous   Please include the following in your Resume Document * (*.DOC/PDF - Files should not exceed 2MB) â¢ Name â¢ Contact No. â¢ Nationality/PR Status â¢ Location/Address â¢ Recent Photo â¢ Expected Salary ",1600
The Supreme HR Advisory Pte Ltd,IT Business Analyst [PHP/ ASP /ASP.NET/ SQL Server /MySql],"â¢ Fast-Track Career Progression â¢ Company Benefits & Incentives â¢ Attractive Salary & Staff Benefits     Responsibilities: Attend business requirement meetings with corporate clients â¢ Provide business consultancy services through analysis of business processes and recommendation of technology solutions to drive process optimisation â¢ Gather, scope and draft requirement specifications and wireframes â¢ Proactively manage changes in project scope, identify potential crises, and devise contingency plans â¢ Work with team leads to plan and schedule project timelines and milestones. â¢ Manage and ensure timely delivery of projects â¢ Track project milestones and provide regular progress reports to Project Director â¢ Conduct and coordinate system testing to ensure defects / issues are raised and follow through and notify project team immediately on critical issues â¢ Develop user guides and coordinate trainings â¢ Project administration such as drafting of minutes, reports, timeline, and other administrative duties as assigned by Project Manager.  Requirement: Diploma / Degree in Information Technology / Information Systems or similar qualifications â¢ Familiar with any development technologies (PHP, ASP or ASP.NET) â¢ Familiar with database technologies (any one of SQL Server or MySql) â¢ Possess good analytical and planning aptitude â¢ Able to multi-task in several projects and work with minimal supervision to meet deadlines â¢ Reacts to project adjustments and alterations promptly and efficiently â¢ Self-driven and willing to work long hours under tight deadlines â¢ Fluency with project management software will be an advantage.  Please include the following in yourResume Document * (*.DOC/PDF - Files should not exceed 2MB)  â¢ Name  â¢ Contact No.  â¢ Nationality/PR Status  â¢ Location/Address  â¢ Recent Photo  â¢ Expected Salary  Issac Chan Reg No: R1770137 The Supreme HR Advisory Pte Ltd EA No: 14C7279 ",2200
Singapore Management University (SMU)                    Posted On :18 Jul 2018,"Research Scientist (1-year contract), Fujitsu-SMU Urban Computing & Engineering","JOB DESCRIPTION  Work under supervision of Principal Investigator''s UNiCEN''s research problems, design and implementation of working prototypes and publications. These activities are to be carried out in consultation with UNiCEN director. Engage & lead in project discussions and requirement gatherings with industry players. Manage project implementation and team resources to ensure test-bed solutions are delivered on time and meet requirements.  REQUIREMENTS  PhD in Computer Science, Computer Engineering, or related disciplines. Reseach background in data-mining, machine learning and optimization. Experience in designing incentive mechanism and conducting real-world experiments. Programming in C++, Java. User of optimization tools sush as OPL or Matlab.  #LI-JN1 ",Undisclosed
NewGenz Employment Services Pte Ltd,Sales Manager ( Up to $ 7k / Central / 5 days ),"Responsibilities Responsible for developing new business. Responsible for both pre-sales and after-sales activities, project tenders and presentation slides. Manage the opportunities funnel to maximise sales conversion rate. Establish and maintain high level of customer satisfaction. Maintaining good rapport with existing clients and understand their needs and requirements. Conduct market analysis, coordinate commercial and technical discussion between customers with the engineering team, gather customers' feedback for products and solutions improvement and recommend appropriate solutions to the customers. Providing timely response for sales enquires and quotations. Develop and execute on the annual sales target and marketing plan. Provide market intelligence data on new markets, products and competition. Develop sales & marketing strategies to achieve group sales objectives. Update of quote status into system and timely submission of sales report to Senior Sales Manager and HQ reporting system. Work closely with HQ product team to provide best fit solution to our customers Requirements Bachelor degree in Computer Engineering or Electronics/Electrical Engineering or equivalent. MBA will be considered. 5 years of relevant sales experience in Industrial computing related field with a good track record in developing new businesses and customer projects. Positive, self-motivated, independent, resourceful and a good team player. Results and goals oriented. Possess excellent communication, interpersonal and presentation skills. Able to prepare, deliver good presentations and speak in public confidently. Must be willing to travel. Processes own transport would be an advantage For Interest candidate, please submit your updated resume by using theApply jobor Contact 9770 6466. Please include the following information in your resume: Recent Photograph Education Background Working Experience Reason for leaving Current & Expected Salary Date of availability / Notice Period * We regret to inform that only shortlisted candidate will be notified* To find out other career opportunity in NewGenz Employment Service Pte Ltd, Please visit www.newgenz.com.sg. We wish you every success in your new career! Lee Jia Hou (LEE) Registration Number: R187 4608 EA License Number: 14C7307 ",Undisclosed
The Supreme HR Advisory Pte Ltd,Water Treatment Service Technician [Kaki Bukit / 5 days] ,"â¢ Attractive Salary Packages  â¢ Career Development Opportunities â¢ Fast-track Career Progression  Interested applicants can send your resume to supreme.issacchan@gmail.com and allow our Consultants to match you with our Clients. No Charges will be incurred by Candidates for any service rendered.   Role  â¢ Monitor wastewater operations â¢ Promptly troubleshoot process, instrumentation, data, and mechanical problems â¢ Perform basic maintenance, repair, and calibration â¢ Monitor cost control measures for environmental compliance â¢ Communicate effectively with plant management regarding all waste treatment and water recovery activities  Requirements Experience working in water treatment field  Please include the following in yourResume Document * (*.DOC/PDF - Files should not exceed 2MB)  â¢ Name  â¢ Contact No.  â¢ Nationality/PR Status  â¢ Location/Address  â¢ Recent Photo  â¢ Expected Salary  Email: supreme.issacchan@gmail.com No: 86524740 Issac Chan Reg No: R1770137 The Supreme HR Advisory Pte Ltd EA No: 14C7279 ",1800
Singapore Management University (SMU)                    Posted On :13 Jul 2018,"Assistant Director (Research Systems and Data Centre), IITS","JOB DESCRIPTION  Infrastructure Management: Plan, development, deployment, and maintenance of High Performance Computing Cluster (HPCC) and all relevant research hardware/systems to meet SMUâs research computing needs as well as to achieve high reliability and scalability. Proficient in Data Center Management and responsible for the efficient & reliable operations of Data Centres. Responsible for development, implementation and maintenance of all Data Centre standard operation procedures and best practices. Plan, implement and maintenance of enterprise and research infrastructure in SMU that include private and public cloud computing as well as all relevant research hardware to meet SMUâs research computing needs for the various research areas. Responsible for developing and implementing IT security policies and IT security related procedures to protect SMU IT Infrastructure with reference to ISO 27001, ITIL, etc. Create and enforce acceptable usage standards, policies and processes for HPCC and Data Centre management as well as other enterprise services such as virtualization (VDI), storage and backup. Develop and maintain system operation procedures (e.g. IT Disaster Recovery) to achieve improved service availability, confidentiality, reliability and redundancy.  Consultancy: Provide guidance on research solutions including tools, technologies and best practices as well as consultancy for researchers. Provide consultation advice to Faculty and post-graduates in the general areas of mathematical computing and computational use on the High Performance Computing Cluster (HPCC). Communicate technology limitations/features and sets expectations. Provide support and consultancy to user in core enterprise services such as infrastructure systems and network as well as hardware/server hosting policy in Data Centre. Conduct induction courses to raise awareness of the research platforms to the SMU community. Prepare presentations, documentation and userâs guide for users of HPCC.  Supervisory & Operations: Manage IT project for existing system enhancement and new system implementation. Identify and evaluate operations & support of research infrastructure as well as all related core infrastructure hardware. Establish project plans, milestones and deliverables in consultation with immediate supervisor. Provide leadership to team to ensure that proposals, plans and projects are evaluated and successfully executed. Ensure the physical state of the data centres are maintained including cabling, layout, labeling, and general cleanliness. Monitor user requirements to keep up-to-date with latest technology developments in order to plan and improve the quality of use of research, enterprise systems as well as cloud computing resources. Analyze enterprise and research infrastructure implementations, and make changes as required to improve productivity and efficiency. Responsible for managing, support and handling cloud service and/or orchestration related problems faced by SMU users in the use of public and private provided cloud computing environment.   REQUIREMENTS  Degree in Computer Science, Computer Engineering, Electronics/Electrical Engineering or related disciplines. Candidates with a degree and relevant experience in Computing & Research Infrastructure support and Data Centre management will be highly advantaged. At least 7 years relevant working experience in IT and infrastructure systems support; ideally in a Research Centre/Academic setting and Data Centre Management & Operations. Competencies in High Performance Computing (HPC) with skills in some of these programming languages: C, C++, JAVA, Perl / Linux shell scripting are highly desired. Strong programming knowledge in MATLAB together with skills in some of these languages: C, C++, JAVA, FORTRAN, Perl / Linux shell scripting, Gauss, Mathematica, IMSL etc. Knowledge in cloud computing orchestration and implementation. Experience and expertise working with Microsoft Azure and AWS experience would be desirable. Relevant working experiences in Windows, Linux and UNIX systems administration. Linux/UNIX certifications will be an added advantage. Good technical, analytical and troubleshooting skills and confident in providing frontline consultation and expertise applied across the many academic disciplines/areas. Excellent command of written and oral communication skills. Attention to details and sound decision-making abilities. Good interpersonal and customer servicing skills. Enthusiastic and motivated team player. Achievement oriented, strongly independent with a strong sense of intellectual curiosity.  ",Undisclosed
Singapore Management University (SMU)                    Posted On :20 Jul 2018,"Senior Manager, SMU International Office","JOB DESCRIPTION  Formulate strategies and action plans for forging partnerships with universities, undertaking research and analysis of markets, as well as trends and developments in international education, to identify opportunities and potential partners. Provide management with advice on SMUâs external engagement and international relations, as well as manage incoming visits by partners/higher education institutes, and out-going visits by SMU management. Formulate strategies/action plans to raise SMUâs global profile, including coordinating SMUâs participation in international education forums and networks, working with SMU schools, institutes, centres, labs and initiatives to promote and profile their programmes, and forums/dialogues.  REQUIREMENTS  Post-graduate qualifications or Bachelor Degree in international relations, international marketing or fields of study with a global-orientation. At least 6 years of experience in the international education sector or working on cross-cultural exchanges at the people-to-people level, or in similar fields of work. Proven high level skills in partner and project/event management - working with diverse teams and across cultures to achieve objectives, as well as in business development, analysis and cultural appreciation of foreign countries/markets. Strategic and analytical thinker. High level of written and oral communication skills. Meticulous with an eye for detail and keen appreciation of good documentation. Ability to manage multiple, competing tasks and deadlines with a high degree of accuracy. A good combination of high intelligence, emotional and cultural quotient.  ",Undisclosed
SHAREINVESTOR PTE LTD,Market Data Analyst (ShareInvestor Pte Ltd),"Market Data Analyst (ShareInvestor Pte Ltd)  Responsibilities: Collect, compute and analyse relevant financial data of listed companies, organise and present them on the company portal, in timely manner, for the consumption by our subscribers Capture corporate events / actions and translate them to adjustments of impacted financial data Research, evaluate, propose new solutions or recommendations for adhoc project requirements that are related to the financial data or the financial fundamentals of listed companies Provide support to forum, blog and other user queries on interpretation of financial information Perform any other duties assigned from time to time, including rare occasions of working during weekends Requirements: Minimum academic qualification: Diploma in Finance/Accountancy or other finance-related discipline Knowledge of basic accounting and financial terms is required Flair for data precision / accuracy / quality / thoroughness plus strict adherence to structured data process and timeline is a must Proficient in MS Office, especially in Word and Excel Good communication skills, especially in oral and written English Hard-working, meticulous and organised Pleasant personality with good interpersonal skills Must be a team player Available to work weekends when required Experience or passion in equities investment would be an added-advantage  ",Undisclosed
OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD                    Posted On :18 Jul 2018,Opening for Business Analyst at Indonesia (Jakarta),"Role : Business Analyst  Minimum of 4+ years as a Business Analyst in Capital Markets Knowledge of treasury products and their front to back processi Tracker Sheet_Business Analyst_Indonesia ng, should have expertise in at least 1 asset class. Good experience in gathering and writing requirements and functional specifications, UAT, SIT support Good understanding of capital market business with in-depth knowledge of front/Middle office functions (pricing, Valuations and Risk). Good to have experience working with some key asset classes (FX/MM, FI, IRD, COM, Equity or Credit). Good to have experience of setting market data in Murex treasury platform (Not mandatory) Proven and demonstrable track record as BA for projects in financial services - preferable Investment banking and BO Good experience in gathering and writing requirements and functional specifications Experience in Murex is preferable. ",200000
Singapore Management University (SMU)                    Posted On :20 Jul 2018,"Research Fellow (2-year contract), Living Analytics Research Centre","JOB DESCRIPTION  The Living Analytics Research Centre (LARC) is a research centre set up inSingapore Management University (SMU)andCarnegie Mellon University (CMU)as our strategic partner that focuses on analytics in the fields ofUrban and Community Liveability,Personalised Urban Mobility,Jobs and Skills Intelligence, as well asSmart Consumption and Healthy Lifestyle. Candidates who join us can also expect to gain a deeper knowledge in the following areas such asBig Data Analytics,Data Mining,Machine Learning,Deep Learning, Human Computer Interaction, Urban Computingandother relevant disciplines. The Research Scientist will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains. Data and Text Mining Deep Learning Recommender Systems Big Data Infrastructure Machine Learning Crowdsourcing Social-Urban Sensing  The candidate will also be responsible for one or more the following aspects: Design research methodologies Develop algorithms and models Conduct data science studies Design and conduct experiments Design and implement applications, tools and systems Develop analytics capabilities in big data infrastructure   REQUIREMENTS  PhD in Computer Science and related disciplines Good knowledge in relevant research topics and related research skills Proficient in at least one or more of these programming languages: Java, Python, C#, C++ and C Self-motivated and able to carry out tasks independently Excellent team player and possess strong inter-personal skills Analytical and meticulous with attention to details  ",Undisclosed
Recruit Express Pte Ltd - HCLS,Business Objects Specialist **Government** 1 year contract,"Manage multi-sourced qualitative and quantitative data; qualitative data in form of ordinal or nominal and quantitative data can be discrete or continuous. Develop new dashboards and reports for end-users as well as to enhance existing reports/dashboards whenever required. Work proactively with the solution/system vendor to optimise the design and maintenance of the EIS data warehouse staging area and data universe in a systematic manner for business reporting and analysis. Work effectively and actively with solution/system vendors to ensure completeness in scheduled and non-scheduled data extraction, data/file interfaces, data migrations and data refresh in the EIS. Work with various stakeholders/data owners and relevant system integrators to proactively propose and drive system enhancements/improvements in the system. Review and maintain ETL for enhancement and to perform the necessary system configuration/software installation to allow users to access the system and to design reports. Work with solution vendors to manage and conduct System Integration Test (SIT) and User Acceptance Test (UAT), and develop test plans and test cases to test all required functionality and possible exceptions. Work with solution/system vendor and hosting vendor to ensure both the hardware and software specifications and requirements are optimised for EIS performance. Support system users and conduct user training sessions, whenever required  Requirements Possess at least a Bachelor's degree with Business Object developer/designer certification At least 4 yearsâ experience in SAP Business Office solutions with at least 2 years experience in designing dashboards and reports on Lumira/ Xcelsius/ Webi/ Crystal Highly proficient in Business Objects knowledge and development skills Strong SQL skills and wide experience in developing dashboards/report on commonly known business intelligence and analytical tools Good understanding and experience in ETL, Data cubes, Data Models, Data warehouse design principles and best practises. Good experience in business intelligence system implementation and maintenance Understanding of financial reports & dashboards will be added advantage Strong oral and written communication skills Strong interpersonal skills and good team player   Interested candidates please send a copy of your updated resume to denyse.tan@ recruitexpress.com.sg  Denyse Nicole Tan Shuqin Personnel EA License No.: R1333503 Recruit Express Pte Ltd (EA Licence No.: 99C4599)    ",3500
The Supreme HR Advisory Pte Ltd,Business development / Client Service Executive,"Responsibilities: Conduct research and market intelligence work to facilitate formulation of business development plans and strategies Execute strategies and customer engagement opportunities for key accounts Provide market trend and accurate monthly sales forecast Engage and build excellent relationship with existing accounts and service new clientsâ accounts Administer full spectrum of sales order processing functions for both local and overseas markets Handle phone calls and email enquiries Process order transactions including quotation, customersâ update and upkeep of customersâ correspondence. Coordinate logistics with shipping department on payment & shipment date, including invoicing & delivery of customersâ orders Assist to resolve issues on orders feedbacks, delivery schedule, return and exchange etc  ",3000
Singapore Management University (SMU)                    Posted On :20 Jul 2018,"Research Fellow (2-year contract), Living Analytics Research Centre","JOB DESCRIPTION  The Living Analytics Research Centre (LARC) is a research centre set up inSingapore Management University (SMU)andCarnegie Mellon University (CMU)as our strategic partner that focuses on analytics in the fields ofUrban and Community Liveability,Personalised Urban Mobility,Jobs and Skills Intelligence, as well asSmart Consumption and Healthy Lifestyle. Candidates who join us can also expect to gain a deeper knowledge in the following areas such asBig Data Analytics,Data Mining,Machine Learning,Deep Learning, Human Computer Interaction, Urban Computingandother relevant disciplines. The Research Scientist will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains. Data and Text Mining Deep Learning Recommender Systems Big Data Infrastructure Machine Learning Crowdsourcing Social-Urban Sensing  The candidate will also be responsible for one or more the following aspects: Design research methodologies Develop algorithms and models Conduct data science studies Design and conduct experiments Design and implement applications, tools and systems Develop analytics capabilities in big data infrastructure   REQUIREMENTS  PhD in Computer Science and related disciplines Good knowledge in relevant research topics and related research skills Proficient in at least one or more of these programming languages: Java, Python, C#, C++ and C Self-motivated and able to carry out tasks independently Excellent team player and possess strong inter-personal skills Analytical and meticulous with attention to details  ",Undisclosed
Fedex Express                    Posted On :16 Jul 2018,Senior Programmer Analyst ,"Responsibilities: You are responsible for the development of Web application solutions for customers. Your job includes gathering of requirements, design, development, testing, implementation and support. The solution must meet customers' and information security requirements as well as the corporate standard. The design and deliverables need to be robust, cost-effective and easy to support and maintain.  Requirements: Degree in Computer Science, Information Technology or equivalent Minimum 5 years of experience in IT and web development Experience in Java, Javascripts, Java servlet, Linux/ Windows and Object Oriented Analysis/ Design and Web application secure coding practices Knowledge of Eclipse, Tomcat Oracle, Sybase and SQL query language Well-versed in the software development life cycle from requirement gathering to analysis/ design, development , implementation and support Strong analytical, design and problem-solving skills, as well as good communication and interpersonal skills Translate business requirements into technical specification Willing to learn and take up new challenges or skill sets as needed Willing to provide application suport after office hours Knowledge of the following software is advantageous: jMeter, Junit, Selenium, ORM technology, such as Spring, Log4j, as well as Spring Security and Java Persistence API (JPA) Remuneration will commensurate with your qualifications and experience. Interested applicants are invited to send a comprehensive resume, stating current and expected salaries by 21 July 2018:  The Human Resource Manager Federal Express (S) Pte Ltd 90 Alps Avenue, Singapore 498746 or e-mail: SGPrecruit@fedex.com  We regret that only shortlisted candidates will be notified.  ",Undisclosed
