Job_Title,Job_Company,Job_Salary,Job_Desc
"Associate, Data Scientist - Data Analytics & Robotics Team, Group Audit - (180001M7)DBS Bank Limited",DBS Bank Limited,Undisclosed Junior Executive Singapore - Across Singapore - Singapore,"Business FunctionGroup Audit helps the Board and Executive Management meet the strategic and operational objectives of the DBS Group. We conduct independent checks to ensure that the Group's risk and control processes are adequate and effective. All our team members are highly sought-after professionals who work as trusted advisors to our clients, in all matters related to a company's internal controls.ResponsibilitiesPartner with audit specialists across various banking functions to assess business needs and identify opportunities to apply data analytics.Define analytical strategy to address identified opportunities, including analytical approaches, data and technology requirements.Develop models and perform statistical analysis to identify key areas of risk and predict risk events, across a range of banking functions.Present key findings to senior management and/or other stakeholders with actionable recommendations.Work with other data scientists in the team to drive projects. RequirementsPost graduate degree in Computer Science, Machine Learning, Statistics, Applied Mathematics, or equivalent.At least 3 years of experience in data mining and machine learning on large amount of data, building and implementing various statistical models.Good mathematical and statistics background, including the ability to translate business problems and requirements into mathematical formulations.Proficient in data manipulation and analysis.Proficiency in R, Python, or other statistical software required. Experience in Big Data technology stack is a plus.Ability to present analysis in a manner accessible by non-statisticians through data visualisation techniques.Independent self-starter with ability to multitask.Excellent verbal and written communication skills and the ability to interact professionally with a diverse group of executives, managers and subject matter experts.Has a 'can-do' attitude. Apply NowWe offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements."
Data ScientistMediacorp Pte Ltd,Mediacorp Pte Ltd,Around expected salary Entry LevelSingapore - West,"Serve as primary source of data insights supporting internal and external constituenciesAnalyse and translate data findings into meaningful, actionable insights  including synthesizing relevant insights from different customer touch points and data sourcesLead, design and implement quantitative analytical frameworks, including scalable predictive models, customer segmentation and marketing mix optimization that improve business performance and customer engagementInstitute and adopt best practices in data science, platforms and approaches.Establish internal organisational standards and benchmarksWork with other teams in Mediacorp to understand business needs, document data and data integration requirements, and resolve conflicting business/data architecture rules. Ensure compliance with internal customer contact governance policies and drive closed-loop measurement through smart data capture.Become an internal authority on Mediacorps data tools and resources. Function as a power user of data analytics to guide other business users.Support ad-hoc business intelligence and other strategic initiativesRequirements:A degree in Computer Science, Statistics, Mathematics, Machine Learning, Operations Research, CS, Econometrics or related field.Minimum 1 year hands-on experience in data science.Demonstrated expertise in developing and implementing a full range of analytical techniques to address commercial challenges. Proficiency in at least one statistical analysis tool such as R or Weka.Demonstrated experience with distributed databases and query languages. Proficiency in at least one programming language (preferably Java, C++, Python, or Perl).Must possess exceptional business judgment to identify core business objectives; synthesize and interpret disparate quantitative information, develop meaningful insights and clearly disseminate to key stakeholdersStrong project management and time management skills. Able to lead data initiative independently with minimal supervision.Relevant experience in web, video, mobile or adtech domain is a plus."
Scientist (Data Analytics) / I2R (A*STAR) - 18/I2R/0085Institute for Infocomm Research,Institute for Infocomm Research,Above expected salaryMin 1 year (Manager) Singapore - West,"We are looking for a capable and responsible scientist to work on and make contributions in the area of big data management and analytics, spatial-temporal data analytics, predictive analytics in time series data etc. These research areas has wide applications, such as smart city, IIoT, manufacturing, healthcare.Successful candidate will be given opportunities to participate in projects bringing innovation to various domain, such as advanced manufacturing and engineering (AME) domains and urban solutions and sustainability (USS) domain, and economic sectors including that of the financial service industry entities. In particular, successful candidate will be involved in the execution of both industry projects and research projects. In addition, the candidate is also required to participate in the drafting of grant proposals and project scoping with industrial partners and/or public sector entities. Overall, as a member of the Data analytics department in I2R, the successful candidate will have ample opportunities doing cutting-edge research, and solve real-world problems in collaboration with universities, industry and/or public sector entities.RequirementsPhD in Computer Science, Computer engineering, Mathematics and statistics, data science intensive programs with expertise in one or more of the following areas: Data mining, data management, machine learning etcEntry level candidate with relevant experience may applyAbility to work independently to innovate and develop prototypes to demonstrate the feasibility of research ideasGood knowledge on data analytics/machine learning/ data mining and experiences in solving real-world data science problemsProficient in Python, R, Matlab, C++ or JavaAble to deliver under tight scheduleGood team player with both research and engineering ethicsGood interpersonal and communication skillsPrior experience with trajectory data or time-series data is a big plusGood knowledge of big data technology, such as Hadoop, Spark, Storm, is a big plusPrior experience with AME industry is a plusThe above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
Scientist (Data Analytics/ Deep Learning) / I2R (A*STAR) - 18/I2R/0083Institute for Infocomm Research,Institute for Infocomm Research,Above expected salaryMin 1 year (Manager) Singapore - West,"We are looking for a Scientist who is highly motivated with a passion for machine learning, statistical modeling, and data visualization technologies to join our research team. Successful candidate is expected to contribute positively to the growth of the data science field, work effectively in a team environment, and maintain high productivity and work quality. In this role, successful candidate will interact with a team of experts in machine learning, deep learning, database management and distributed system teams, and work on all aspects of the design, development, and delivery of machine learning solutions. This may include, but is not limited to, the following:Developing, enhancing, automating and managing analytics modelCreating visualizations to unveils insight faster and effectivelyDevelop practical data-driven solutionsPerform data cleanup, normalization and transformation and examine data from multiple diverse data sourcesProcess optimization design based on historical dataEnsure the integrity and security of institutional dataRequirementsPhD in Computer Science, Mathematics and/or statistics degree, electrical engineering, physics, civil engineering, chemical, biochemical engineering, with experience in data analyticsPossess minimum 1 year of relevant experienceExpertise in problem formulation and solvingExperience working in a field related to statistics or data miningExperience performing data manipulation and pattern analysisExperience in applying machine learning algorithmsProficient in multiple programming languages with particular emphasis on Python, R, Matlab, Java and SQLExperience in working in a cross-functional team environment with multifunctional stakeholdersExcellent written and verbal communication skillsThe above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
Scientist (Data Analytics/ Deep Learning) / I2R (A*STAR) - 18/I2R/0082Institute for Infocomm Research,Institute for Infocomm Research,Above expected salaryMin 1 year (Manager) Singapore - West,"We are looking for a Scientist who is highly motivated with a passion for machine learning, statistical modeling, and data visualization technologies to join our research team. Successful candidate is expected to contribute positively to the growth of the data science field, work effectively in a team environment, and maintain high productivity and work quality. In this role, successful candidate will interact with a team of experts in machine learning, deep learning, database management and distributed system teams, and work on all aspects of the design, development, and delivery of machine learning solutions. This may include, but is not limited to, the following:Developing, enhancing, automating and managing analytics modelCreating visualizations to unveils insight faster and effectivelyDevelop practical data-driven solutionsPerform data cleanup, normalization and transformation and examine data from multiple diverse data sourcesProcess optimization design based on historical dataEnsure the integrity and security of institutional dataRequirementsPhD in Computer Science, Mathematics and/or statistics degree, electrical engineering, physics, civil engineering, chemical, biochemical engineering, with experience in data analyticsPossess minimum 1 year of relevant experienceExpertise in problem formulation and solvingExperience working in a field related to statistics or data miningExperience performing data manipulation and pattern analysisExperience in applying machine learning algorithmsProficient in multiple programming languages with particular emphasis on Python, R, Matlab, Java and SQLExperience in working in a cross-functional team environment with multifunctional stakeholdersExcellent written and verbal communication skillsThe above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
Scientist (Data Analytics) / I2R (A*STAR) - 18/I2R/0081Institute for Infocomm Research,Institute for Infocomm Research,Above expected salaryMin 2 years (Manager) Singapore - West,"We are looking for a capable and responsible scientist to work on and make contributions to big data analytics in particular for various applications in healthcare and advanced manufacturing and engineering (AME) domains. Successful candidates will be involved in the execution of both industry projects and research projects. In addition, the candidate is also required to participate in the drafting of grant proposals and project scoping with industrial partners and/or public sector entities. Not confined to that of healthcare and AME, the candidate will be given opportunities to participate in projects bringing innovation to various economic sectors, including that of the financial service industry entities.RequirementsPhD in computer science, computer engineering, mathematics and statisitcs, data science intensive programs with expertise in one or more of the following areas: Data mining, data management, machine learning etcMinimum 2 years of relavant experienceAbility to work independently to innovate and develop prototypes to demonstrate the feasibility of research ideasGood knowledge on data analytics/machine learning/ data mining and experiences in solving real-world data science problemsProficient in Python, R, Matlab, C++ or JavaAble to deliver under tight scheduleGood team player with both research and engineering ethicsGood interpersonal and communication skillsPrior experience with time-series forecasting is a big plusPrior experience with healthcare and AME industry is a plusThe above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
Scientist (Data Analytics) / I2R (A*STAR) -18/I2R/0045Institute for Infocomm Research,Institute for Infocomm Research,Above expected salaryMin 2 years (Manager) Singapore - West,"We are looking for a capable and responsible scientist to work on a major big data R&D project on fraud risk prediction. Researchers with multi-disciplinary expertise that bring together unstructured & structured data analytics with application knowledge are particularly welcome. Successful candidates will also have opportunities to perform applied research on other industry projects and/or research projects, and sometimes they will co-lead a team of PostDocs and Engineers. For example, the candidate is encouraged to work on some fraud risk prediction projects, e.g. Financial services, IIoT, etc. In addition, the candidate is also expected to work on project scoping and proposals with industrial partners and/or public sector entitiesJob Requirements:Ph. D in the field of computer science, computer engineering, mathematics and statistics. Data science intensive programs, with expertise in one or more of the following areas: text analytics, semantic analysis, social media data analysis, etc.Minimum 2 years of relevant experienceStrong knowledge on data analytics/machine learning/data mining, and experiences in solving real-world data science problemsAbility to work independently to develop new analytics algorithms, and also create prototypes to demonstrate the feasibility of research ideasProficient in Python. R, C++ or JavaGood team player with both research and engineering ethicsGood inter ersonal and communication skillsThe above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice.We regret that only shortlisted candidates will be notified."
Scientist (Data Analytics) / I2R (A*STAR) -18/I2R/0044Institute for Infocomm Research,Institute for Infocomm Research,Above expected salaryMin 1 year (Manager) Singapore - West,"We are looking for a capable and responsible scientist to work on a major big data R&D project on fraud risk prediction. Researchers with multi-disciplinary expertise that bring together big data analytics with application Knowledge are particularly welcome. Successful candidates will also have opportunities to perform applied research on other industry projects and/or research projects, and sometimes they will co-lead a team of PostDocs and Engineers. For example, the candidate is encouraged to work on some fraud risk prediction projects, e.g. Financial services, IIoT, etc. In addition, the candidate is also expected to work on project scoping and proposals with industrial partners and/or public sector entities.Job Requirements:Ph. D in the field of computer science, computer engineering, mathematics and statistics. Data science intensive programs, with expertise in one or more of the following areas: anomaly detection, fraud analytics, advanced machine learning etc.Minimum 2 years of relevant experienceStrong knowledge on data analytics/machine learning/data mining, and experiences in solving real-world data science problemsAbility to work independently to develop new analytics algorithms, and also create prototypes to demonstrate the feasibility of research ideasProficient in Python. R, C++ or JavaGood team player with both research and engineering ethicsGood inter ersonal and communication skillsThe above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice.We regret that only shortlisted candidates will be notified."
Scientist (Data Analytics/Deep Learning) / I2R (A*STAR) -18/I2R/0035Institute for Infocomm Research,Institute for Infocomm Research,Above expected salaryMin 4 years (Manager) Singapore - West,"The project focuses on development of machine learning and/or deep learning for predictive analytics using time-series data. Successful candidate will have the opportunity to work on real-world data from industrial partners in advanced manufacturing and engineering applications. Typical applications include but not limited to aircraft Quick Access Recorder data, data from smart manufacturing environments, IIoT etc. Successful candidate will also gain exposure in pre-project discussion and grant proposal writing with industrial partners and/or public sector entities.Job Requirements:Ph.D. in the field of computer science, computer engineering, mathematics and statistics, data science intensive programs, with expertise in one or more of the following areas: data mining, data management, machine learning, Deep learning, time series data analysis and/or predictive analyticsMinimum 4 years of relevant experienceAbility to work independently to innovate, and develop prototypes to demonstrate the feasibility of research ideasGood knowledge on data analytics/machine learning/data mining, and experiences in solving real-world data science problemsGood publication record in leading machine learning conferences and journalsProficient in Python, R, C++ or JavaGood team player with both research and engineering ethicsGood interpersonal and communication skillThe above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice.We regret that only shortlisted candidates will be notified."
"Data Scientist - (008J6)National University of Singapore, Office of Human Resources","National University of Singapore, Office of Human Resources",Undisclosed Entry Level Singapore - Across Singapore - Singapore,"1. Work with Industry Partners in Challenging Business Analytics Projects Work with BAC industry partners to conduct applied research projects Collaborate with BAC industry partners to collect business requirements, design and develop analytics and optimization solutions Design and develop innovative analytics and optimization models and algorithms to solve the challenging business problems; Publish papers/industry reports and file patents in analytics areas Good knowledge in Operations Research and Mathematical Optimization areas, e.g. Mixed Integer Programming (MIP), LP (Linear Programming), NLP (Non-linear Programming), Meta-heuristic search algorithms, etc. Good knowledge in transforming business requirements into mathematical models Good knowledge in manufacturing systems and supply chain planning areas Good knowledge in commercial optimization tools, e.g. IBM Cplex optimization studio, Gurobi, Fico Xpress, etc. Other analytics knowledge is big plus, e.g. machine learning, simulation, visualization, etc. Excellent communication skills Able to confidently deal with different level staffs from top tier MNCs Willing to go the 'extra mile' for BAC industry partners Ability to build rapport Time management and planning skills Able to travel to oversea based on project requirements Minimum university degree holder; Masters and PhDs are welcome to apply"
Data Scientist                       Randstad - Corporate         (Recruitment Firm),Randstad - Corporate         (Recruitment Firm),"SGD 6,000 - SGD 10,000 Junior Executive Singapore - Across Singapore - Singapore","about the companyOur client is expanding their data science and artificial intelligence team in their digital department. You will be working on Smart Nation projects together with other agencies to scope projects with stakeholders, apply visualisation techniques to gather and analyse insights to propose solutions that solve business problems.about the roleYou will:Perform data cleaning, pre-processing, feature engineering and build relevant models to conduct meaningful analysisPerform hands-on data manipulation, data modelling and data visualisation, engage with stakeholders on refining their business problemsTell good data stories, propose the appropriate visualisation techniques and design of dashboards for data explorationAdvise on implementation of advanced data analytics models with actionable outcomesHelp the team deploy models to practice and make frequent model improvements as new data is availableTurn data into critical information and knowledge that are actionable to be used for policy making, streamlining operations Work with business groups to conceptualize, drive and implement proof-of-conceptsIdentify and document best practices and frameworks to streamline and standardize workflowsProvide data analytics visioning, planning and implementation strategies to build strong pipeline of impactful projectsskills and experience requiredBachelor Degree in Computer Science, Statistics, Economics, Quantitative Social Science, or related degreesAt least 2+ years of relevant working experience in the data science field with hands-on experience in Data Science tools such as R, Python, and visualization technologies like Tableau, Qlik, SAS, etc with strong stakeholder management and business acumen. Ability to provide a strategic perspective as well as deep-dive to understand business needs and challengeGood understanding on key techniques and concepts of machine learning and data analyticsPassion for the use of analytics and data to improve Public Service, craft Policy Making and governance in Data to streamline operationsTo apply online please use the 'apply' function, alternatively you may send your CV to sarah.yang(@)randstad.com.sg or contact Sarah Yang at +65 6510 3633.Referrals are greatly appreciated!(EA: 94C3609/ R1657816)"
Scientist (Data Analytics) / I2R (A*STAR) -18/I2R/0003Institute for Infocomm Research,Institute for Infocomm Research,Above expected salaryMin 1 year (Manager) Singapore - West,"We are looking for a data scientist who can contribute on text mining-related projects. Researchers with expertise in the areas of natural language processing, deep learning, machine learning, and/or data analytics are welcome. In particular, we may collaborate with the successful candidate to establish research milestones in applying deep learning for text mining and/or in synergistically integrating text mining with other data analytics (e.g. vision, audio, financial data, user profiles, geo-temporal data) for heterogeneous data analytics.Job Responsibilities: Deliver results: Develop new technologies, improve performance Demonstrate long-term vision, while effectively supporting short-term goalsJob Requirements: PhD in computer science or related topics Being an excellent team player Good interpersonal and communication skillsThe above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice.We regret that only shortlisted candidates will be notified."
Scientist (Data Analytics) / I2R (A*STAR) - 18/I2R/0002Institute for Infocomm Research,Institute for Infocomm Research,Above expected salaryMin 1 year (Manager) Singapore - West,"We are looking for a data scientist who can contribute on text mining-related projects. Researchers with expertise in the areas of natural language processing, deep learning, machine learning, ontology engineering and/or knowledge-based data analytics are welcome. In particular, we may collaborate with the successful candidate to establish research milestones in integrating text mining with common-sense and/or domain knowledge by constructing, populating and/or engineering ontology (or knowledge base).Responsibilities:Deliver results: Develop new technologies, improve performance Demonstrate long-term vision, while effectively supporting short-term goalsJob Requirements: PhD in computer science or related topics Being an excellent team player Good interpersonal and communication skillsThe above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice.We regret that only shortlisted candidates will be notified"
Scientist (Data Analytics) / IR (A*STAR) -18/I2R/0005Institute for Infocomm Research,Institute for Infocomm Research,Above expected salaryMin 1 year (Manager) Singapore - West,"Job Description:The project focuses on development of machine learning, deep learning and artificial intelligence algorithms for applications in precision medicine.Specific research themes include:Multimodal data analytics on heterogeneous healthcare datasets (genomics, EMR, Imaging, lifestyle) to predict treatment response and/or patient outcomesMethods to incorporate domain knowledge with machine learning and deep learning approaches for biomedical data analyticsInterpretable machine learning and deep learning approaches for biomarker identification, knowledge discovery and clinical applicationsThe position entails working in a multi-disciplinary machine learning and deep learning team in close collaboration with bioinformatics experts, biologists, clinicians, as well as other leading academic and industry partners on impactful projects that have the potential to transform patient-care and deliver improved health outcomes.Job Requirements:PhD in Computer Science, Statistics, Electrical Engineering, Computational Biology, Physics or other Data Science intensive fields.Candidates should have particular expertise in at least one of the following areas, in addition to a strong computational background and/or experience analyzing large datasets:Deep learning/ Machine LearningGenomics/ Computational and Systems BiologyBiomedical informatics/ Healthcare Data AnalyticsMedical ImagingNatural Language Processing/ Text MiningExperience in corporate or application oriented environments is a plus.Ability to work independently and as part of multidisciplinary teamQuick Learner, willing to acquire the necessary domain knowledgeGood communication skills for proposals, reports, and publications.Proficiency in spoken and written English.Experience with biomedical and healthcare datasets (EMR, medical imaging, genomics) is a plus.Strong programming abilities in Python, R, MATLAB, C, C++, JavaFamiliarity with data science tools (eg: Jupyter notebooks, deep learning, machine learning and visualization libraries)The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
Scientist (Data Analytics) / IR (A*STAR) - 17/I2R/0101Institute for Infocomm Research,Institute for Infocomm Research,Above expected salaryMin 3 years (Manager) Singapore - West,"We are looking for a capable and responsible scientist to work on and make contributions to machine learning and big data analytics, in particular for various real-world applications in the advanced manufacturing and engineering (AME) domain, including smart factory and manufacturing, IIoT, etc.Successful candidates will be leading research projects and/or industry projects. In addition, the candidate is also required to work on project scoping and proposals with industrial partners and/or public sector entities.Not confined to AME related projects, the candidate will be given opportunities to work on projects bringing innovation to various economic sectors, including that of the financial service and insurance industry entities.Job Requirements:Ph.D. in the field of computer science, computer engineering, mathematics and statistics, data science intensive programs, with expertise in one of more of the following areas: data mining, data management , machine learning, etc.Minimum experience of 3 years is required.Ability to work independently to innovate, and develop prototypes to demonstrate the feasibility of research ideasGood knowledge on data analytics/ machine learning / data mining, and experiences in solving real-world data science problems.Proficient in Python, R, C++ or JavaGood team player with both research and engineering ethicsGood interpersonal and communication skillsPrior experience with Fintech or AME industry is a plusLeadership experience is a plusThe above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified"
"VP/AVP, Data Scientist, Big Data Analytics Group, Data Management OfficeUnited Overseas Bank Limited (UOB)",United Overseas Bank Limited (UOB),Above expected salaryMin 5 years (Senior Executive) Singapore - Across Singapore - Singapore,"TheData Management Office (DMO)is a business function that covers Enterprise Data Governance, Data Management, Big Data Analytics and Enterprise Data Strategy. Data Management Office ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter, faster and more accurate decisions and to improve operational efficiency.TheBig Data Analytics Group(BDAG)leads the transformational build, use, and deployment of the banks next generation analytics capabilities across the organization. This exciting role will play a pivotal part as an Analytics Centre of Excellence that will take analytics to the next level through use of latest data and analytics technology currently being deployed. You will work either individually or in project teams as a subject matter expert to deliver new Big Data and Machine Learning solutions for our business partners.Your main responsibilities include: Design analytical solutions/experiments to solve various strategic business problems through engagement and research. Building and deploying Machine Learning Algorithms, Advanced Analytics, and Data Visualization across the UOB group and region. Support the Enterprise Data Architecture and Governance Program in developing and transforming the Analytics Capabilities across the group. Partnering with assigned teams and/or business units to provide deep expertise and advisory on advanced data analytics needs. Strong knowledge of data and analytics architecture to ensure analytics objectives are aligned to business priorities on the Data Analytics Transformation Program. Drive Innovation initiatives under CDO guidance and directives.Requirements Min Postgraduate in Statistics, Mathematics, Engineering , Computer Science or a related field Min 5 years advanced analytics working experience in banking / financial services / consulting industry Possess a strong selection of skills and experience with analytical frameworks and languages such as SQL, R, SPARK, Python, Hive and other Hadoop-based languages Possess a strong ability to query and use large, robust data sets across traditional Data Warehouse and Hadoop platforms. An analytical mind and team player with demonstrated ability to build strong partnerships by applying quantitative techniques to solve business problems A strong communicator, with clear articulation of analytical findings through presentations. Experience with data visualization packages and/or tools will be a plus    Innovative and Agile thinking - experience with Test and Learn Frameworks desirable"
Data Scientist x2MBA Michael Bailey Associates Pte Ltd(Recruitment Firm),MBA Michael Bailey Associates Pte Ltd(Recruitment Firm),"SGD 4,500 - SGD 6,000Min 3 years (Non-Executive) Singapore - Central - Queenstown","Responsible for applying Data Science, i.e. Machine Learning and Statistics in a broader sense, to business problems. Works with Business Analysts and business SME/users to assess opportunities, review expected outputs. Is responsible to deliver the analytics aspects of projects like developing analytical algorithms, statistical models, and analytical tools. Has the responsibility for the quality of the offered solutions and manages all Data Science aspects of own projects. Builds solutions that are useful to the end-users, and scalable within the existing software landscape.Requirements:Bachelor or master degree in statistics, mathematics, theoretical science, operational research or computer science; MBA/ PHD in relevant domain is strongly preferredExperience in data science delivery in a corporate environment is desirableMust have strong technical skills to develop advanced analytics algorithms/models.Familiar with VRP (vehicle routing problems) and equivalent fieldFamiliar with cubing problems / bin-packing problems and equivalent experienceAt least basic programming and computer science backgroundSkilled in analyticsSkilled in data design integritySkilled in value exploitationAwareness of lifecycle and data management is desirableAwareness of information and data strategy and governance is desirableCommercial skills are an advantage.Have interpersonal, communication, facilitation and presentation skillsCandidates for the position should have experience in applying analytical methods to real data. That can also be by having done projects during their studies.Position requires business knowledge of:Hands-on code development (R, Python, MatLab, SAS).Use of advanced analytics technology in the context of application deploymentKnowledge of data source extraction (ETL) is desirable (HANA, SQL, Hadoop, Spark)EA License No: 16S8115Registration ID: R1438107"
Machine Learning Engineer/ Data Scientist (JO-180718-167632)RGF Talent Solutions Singapore Pte Ltd(Recruitment Firm),RGF Talent Solutions Singapore Pte Ltd(Recruitment Firm),Above expected salaryMin 2 years (Senior Executive) Singapore - Across Singapore,"About The ClientOur cliennt is leading Ad Network Platform based in Japan, developing new businesses based on video ads, mail-order and video media.ResponsibilityYou will contribute and/or lead image and video data analysis and modelling to improve generative video solution and enhance machine learning competency of our company.Job DescriptionConceptualize, design and evaluate machine learning model using proven and experimental techniques, especially in the field of Computer Vision.Lead modelling and suggest state-of-art solutions to achieve company's business goal.Document insights, visualize data and work closely with software/machine learning engineers in machine learning solution development.RequirementsMasters / Ph.D. in Computer Science, Data Science, Electrical/Computer Engineering, Operations Research or Mathematics/Statistics.Minimum 2 years of relevant experience with machine learning techniques and advanced quantitative analytics (e.g. regression, classification, clustering, time series).Knowledge and proven problem-solving skills in the field of Computer Vision.Coding skill in either or both of the following programming languages: Python, R.EA Licence No. 10C2978"
Senior Supply Chain Data ScientistMedtronic,Medtronic,"SGD 4,000 - SGD 5,000Min 3 years (Senior Executive) Singapore - East - Pasir Ris","The Data Scientist will be responsible for designing and implementing algorithms using predictive / analytical modelling, systematic data mining methodology, and research methodology on large and complex data sets, through statistical, machine learning, graph modelling, text mining and other modern techniques. This individual will be closely working with APAC Supply Chain Planning COE (Centre of Expertise) to define specific data points required to develop Business Intelligence and Advance Analytics solutions to support APAC Supply Chain from an Order to Cash, Inventory, Working capital perspective and other areas as assigned.POSITION RESPONSIBILITIESKnowledge and experience in researching and developing models and algorithms that can detect patterns in multi-dimensional data and build predictive models based on such data. Knowledge and experience in machine learning and statistics to solve practical problems. Specifically, the knowledge includes classifications, clustering, time-series analysis, regression, and anomaly detectionPerform the role as the lead Data Visualization and Business Intelligence expert and evangelistImplement analytical self-service environments and promote a culture of self-service analytics using data visualization tools like TableauProduce visually intuitive and appealing story boards using data visualization tools; Leverage Data Visualization techniques and tools to effectively demonstrate patterns, outliers and exceptional conditions in the dataWork collaboratively with data analyst and users to implement BI solutionsKeep abreast of developments and trends in Data Visualization and Business Intelligence spaceTranslate complex data science and analytics concepts and methodology into business terms to the customer.Leverage Applied Analytics to develop relevant, data science and analytics solutions cost-effectivelyUnderstand complex business challenges, develop hypotheses, integrate internal and external data sources, analyse them using cutting edge machine learning and statistical modelling techniques to uncover causality and synthesizing insightsWork closely with consultants to identify patterns in data, understand leading indicators and lagging indicators and present proof of hypothesesMentor team members on testing techniques, model development and data science conceptsAnalyse data using SQL, Excel, Tableau, R, Python or other Business Intelligence toolsDisplay analysis results using reports or visualizationsSupport Predictive Modelling projects with data preparation, exploration and other data and I.T. supportEDUCATION REQUIREDBachelors degree with a major in Mathematics, Statistics, Economics, Finance or Computer SciencesYEARS OF EXPERIENCEAt least 5 to 6 years of experience in scientific or enterprise data analyticsExperience with healthcare (medical or surgical) data analysis is preferredSPECIALIZED KNOWLEDGE REQUIREDBachelors or Masters degree in Computer Science, Analytics or a related disciplineExperience of advanced analytics such as Predictive ModellingData analysis in RBI tools such as Tableau or QlikviewStrong programming skills including at least one modern scripting language such as PythonGood SQL skillsHadoop  HIVE or PigSelf-starter willing to explore, research, experiment and innovatePassionate about Data ScienceKnowledge of statistical tools such as SPSS/SAS and familiar with R languageKnowledge of CRM/ERP/Data WarehousedDESIRED/PREFERRED QUALIFICATIONSDemonstrated analytical and problem solving skillsFacilitative verbal and written communication skills, in interactions with internal stakeholders and peersAbility to be a strong self-starter and able to work well independentlyResourcefulPHYSICAL JOB REQUIREMENTSThe physical demands described within the Responsibilities section of this job description are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.While performing the duties of this job, the employee is regularly required to be independently mobile. The employee is also required to interact with a computer, and communicate with peers and co-workers."
"VP / AVP, Data Scientist, Investment and Trading Technology, Technology and Operations - (180002YF)DBS Bank Limited",DBS Bank Limited,Undisclosed Senior Manager Singapore - Across Singapore - Singapore,"Business Function Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.ResponsibilitiesSelecting features, building and optimizing classifiers using machine learning techniquesData mining using state-of-the-art methodsEnhancing data collection procedures to include information that is relevant for building analytic systemsProcessing, cleansing, and verifying the integrity of data used for analysisDoing ad-hoc analysis and presenting results in a clear manner Requirements Excellent understanding of machine learning techniques and algorithms; pattern recognition and predictive modeling skills to address business problemsUndertaking data collection, preprocessing and analysis of structured and unstructured dataExperience with common data science toolkits, such as R, Python. Experience with programming languages such as Java an asset.Proficiency in using query languages such as SQL, Hive, Pig. Being able to use Spark is an added advantageExperience with NoSQL databases, such as MongoDB, Cassandra, HBaseCommunicate results and ideas to key decision makersExperience with data visualization tools such as Qlik or any other open source visualization tools.Good to have treasury & market product knowledge as wellGood applied statistics skills such as distributions, statistical testing, regression, etc.Good scripting and programming skillsData-oriented personality with problem-solving aptitudeMaster's Degree in Computer Science, Statistics, Applied Math or related field4+ years of hands-on analytics and / or model development. Apply Now  We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements."
