job_title,job_description,salary,company,salary_min
Business Analyst,"Have you watched Game of Thrones on www.hbo.com or live broadcasting of FIFA World Cup on www.espn.com? If the answer is yes, you have already used Conviva technologies.  Conviva is the real-time measurement and intelligence platform for the streaming TV. Conviva offers a linear TV scale performance with a view into over 20 billion streaming hours and more than 3 billion unique devices a year from 180 countries, Conviva has the largest, multi-publisher, global OTT streaming video continuous measurement census available, processing 1 trillion events per day across over 200 global brands. We see almost 60% of the Internet population and measure 7 out of the top 10 SVOD providers in the US, as well as many tier one global streaming TV providers across the globe. Our customers use Convivas continuous measurement sensor and Video AI Platform cloud service to gain a real-time, unified view of their video delivery ecosystem and consumer viewing experience across all their devices and video applications. Conviva is seeking a Solution Analyst. The ideal candidate should have a Business Analyst, Customer Success, Customer Support or Project Management background. The Solution Analyst is a critical role within the Technical Field team, supporting the work of Technical Account Managers, Solutions Architects and Account Executives to operationalize Convivas solutions across our customers. As a Solution Analyst, you should have excellent analytical and organization skills, with the ability to juggle multiple projects at any one time. The Solution Analyst role evolved from Conviva's Technical Field Team, blending Sales Engineering, Customer Success and Account Management and is well-suited to our low volume, high value, high touch engagement model. What you get to do Works closely with our Technical Account Managers, who ensure an overarching premier client service experience, through providing real-time updates and regular touch-points with clients Serves as critical point of contact with clients for day-to-day inquiries Creates and performs training to build external knowledge on product and process Assesses, troubleshoots, and tracks requests, liaises with appropriate internal Customer Support, Triage, Engineering, Product & Data Science teams, while providing timely resolutions Analyses & interprets customer data, prepares monthly customer-facing reports and supports bespoke expert services consulting engagements alongside Architects and Data Scientists Conducts ongoing audits of customer reporting, ensuring accuracy and consistency of reported data What you bring to the role Proven work experience as an Analyst, Customer Support Engineer, CSM or Project Manager with a SaaS or technology consultancy business supporting enterprise size accounts Experience of statistical analysis, working with big data sets preferred - an intrinsic ability to find the needle in the haystack Maintain current and in-depth knowledge of Convivas product suite and best practices in order to guide clients on business and technical decisions to ensure platform adoption and success Apply expertise in data mining and data visualization to see beyond the numbers and enable customers to operationalist our data for the purposes of strategic planning as well as tactical root-cause analysis 2+ years of professional work experience at a leading technology company Strong Data Science or Analytics capabilities Strong personal management: youre driven no one needs to push you to excel, its just who you are Ability to work autonomously and to prioritize tasks while managing a diverse workload in a fast-paced environment Keen attention to detail and consistent follow-through to commitments Excellent English speaking, presentation, and writing skills Project management experience preferred Conviva powers every internet-connected screen with the most engaging viewing experiences imaginable by elevating the way OTT businesses use data-driven intelligence. For years, HBO, Sky, ESPN and the like have been using the Conviva Platform to enlighten, reveal and inform with important insights around consumer in-screen viewing experience allowing them to connect those metrics to important business outcomes. This allows customers to not only maximize subscriber retention and growth but also understand content and viewing trends so that they can deliver more personalized viewing experiences. We make engagement a data-driven outcome based on actionable quality of experience (QoE) analytics. Conviva is privately held and headquartered in Silicon Valley, California, with offices in New York and London. For more information, please visit us at www.conviva.com Jobs  >  Business Analyst  >  Singapore ",3100,Conviva,3100
Business Analyst,"Mission:  Your mission as Business Analyst (Insurance) is to establish MoneySmart as the #1 website for all insurance products. You will research insurance products and markets to inform business strategy and product roadmaps. In addition, you will analyse and constantly improve all insurance processes.  The role will require you to be process and data driven in order to produce high quality work. You will also be working closely with the Head Of Insurance and other key personnel in the company to achieve revenue targets and improve the online customer journey for the insurance department.  In a Nutshell: Document, analyse and improve key operations and process metrics for the insurance team Online sales process Customer service process Policy processing process Policy renewal process Claims process Revenue reconciliation process Research new and existing insurance products and markets to inform business strategy and product roadmaps Identifying key opportunities and threats for the insurance business Learn and effectively use Salesforce CRM to improve insurance operations and processes Support Head Of Insurance in the pitching of business opportunities as well as monthly performance updates Competencies Well Organized (and loves to organize things) Hunger to learn Good communicator Analytical and data driven Proactive problem solver (discovery and solving) What skills you will learn Business modelling Google Analytics Google Data Studio Jobs to be Done Framework Salesforce CRM Cultural Competencies Build a positive team and family spirit Engage, disagree and commit Be humble Do more with less Always pursue learning and growth Stay hungry and take ownership Jobs  >  Business Analyst  >  Singapore ",4600,MoneySmart Group,4600
Business Analyst,"Primary Location: Singapore,Singapore,Singapore Education: Bachelor's Degree Job Function: Technology Schedule: Full-time Shift: Day Job Employee Status: Regular Travel Time: No Job ID: 18031786 Description Lead engagement with client teams as well as internal and external market data providers Partner with developers and internal teams to improve data coverage and analytic capabilities Conduct Cross Asset Data Analysis and Modeling to understand client requirements and provide feedback for implementation Detect, diagnose, and repair data quality errors, identify and design process improvements to prevent future data quality errors Create test plans for new datasets, reports, and analytic capabilities Engage with developers in design and test case reviews Liaise with product area developer and support teams Qualifications Strong academic record, ideally with a degree in computer science, engineering, mathematics or other analytical background 3+ years of experience as a Business Analyst/Project Manager in a Global Markets business environment Excellent communication and stakeholder management skills Experience and knowledge in dealing with Market Data across Asset classes and products Jobs  >  Business Analyst  >  Singapore ",4600,Citibank,4600
Business Analyst,"Business Analyst Posted on July 12, 2018July 12, 2018 by marciello CaregiverAsia is growing! And we are looking for vibrant & dynamic individuals to join us in our exciting journey of Care! If you love being in the fast paced environment of a start-up, and have the ability to work with lots of different moving parts, we want YOU!  We are now looking for full time Business Analyst.  You will be the link between business users and our tech team  What will you be doing? Gather requirements from Business Users Liaise between Business Users, Designers and Developers to deliver solutions Set quality control requirements and testing plans Project management Requirements: A strong logical mind A background in software development, data modelling, logic flow Minimum 2 years Business Analyst experience Minimum 2 years experience in Jira and Agile development Kindly forward your full CV including personal particulars, names of 2 referees, professional qualifications, career history, e-mail address and contact number.  Please send your CV and covering letter to enquiry@caregiverasia.com Posted in Work for CGA Jobs  >  Business Analyst  >  Singapore ",8300,Caregive Asia,8300
Business Analyst,"HP is the worlds leading personal systems and printing company, we create technology that makes life better for everyone, everywhere. Our innovation springs from a team of individuals, each collaborating and contributing their own perspectives, knowledge, and experience to advance the way the world works and lives. We are looking for visionaries, like you, who are ready to make a purposeful impact on the way the world works. At HP, the future is yours to create! If you are our Regional Business Analyst in Singapore, you will have a chance to Manage service portfolios of two product lines and set up pricing for different offerings (extended warranty, carepacks, service contracts, value-added services, parts sales, etc.) Perform data collection, analysis and reporting at fixed intervals, catering to information needs from worldwide teams, regional teams, in-country teams and the global business unit. Perform ad-hoc data collection, analysis and reporting to support in country service business teams and sales teams with defining and deploying new services or special promotions on existing offerings. Define sales quotas and financial budgets through analysis of past performance and predicting the impact of future trends. Facilitate channel operation related issues such as tracking contract adoption per country, setting up special/exceptional contracts in the system, facilitating the invoicing process of contracts and other deliverables, etc. Carrying out inter-company financial transactions as and when required. Act as the primary contact person within the team for accounts receivables Are you a high-performer? We are looking for an individual with: Degree in business, finance or analytics field At least 1 year of experience in a business analyst or equivalent role. Demonstrable analytical skills, and able to present data and analysis in a clear, concise and convincing manner. Strong quantitative and qualitative analytical skills Good communication skills at all levels of an organization both in one-on-one situations and in groups (spoken and written) Possess a customer-centric attitude. Jobs  >  Business Analyst  >  Singapore ",6000,HP Inc,6000
Business Analyst,"Who we are At Criteo, we connect 1.4 billion active shoppers with the things they need and love. Our mission is to create an open, transparent and fair marketing ecosystem. With more than $600 billion in annual commerce sales and 600 terabytes of daily shopper data, we deliver performance at scale. And, with over 30 offices across the world, our company DNA is truly international. Do you want to have an impact on more than half of the worlds internet users? Join us and be part of something big. Overview Criteo is looking for an APAC Business Performance & Strategy Analyst to join our APAC Sales Operations Team. The ideal candidate will be highly data driven, process-oriented and an exceptional team player. The Senior Analyst will report directly to the APAC Sales Operations Director and will partner with the Regional Sales Operations Analysts in order to provide a detailed and comprehensive view of the APAC performance from which he/she could draw strategic insights and recommendations to improve the efficiency of the APAC Commercial Teams. The role will be covering APAC which includes the following teams: Japan, Korea, Singapore, Australia, China and India. What you will do Develop & Drive On-Going APAC Performance Management Design, develop and maintain a business performance framework that will support the APAC business cadence based on the relevant set of KPIs (weekly, monthly, quarterly). Automate as much as possible this framework in Criteo online solutions: Tableau and Salesforce. Understand the short and long term Performance drivers from a range of angles to craft a comprehensive story combining main business components (including but not limited to demand, supply, client health, commercial outlook, market dynamics). Run strategic analysis and provide recommendations Identify relevant APAC deep-dives on most important issues. Focus primarily where SalesOps can bring unique value: commercial optimization at APAC scale. Deliverable to include analysis as well as recommendations and implementation plan. Support Implementation and Monitor Impact Coordinate with regional Sales Ops to deploy recommendations. Follow impact of changes on key performance metrics and proceed with adjustments if need be. Who you are BS / MS Degree or equivalent experience. 3-5+ years experience in Business Intelligence, FP&A, Sales Operations, Consulting or Investment Banking, with increasing responsibilities. Advanced Analytical, Excel and SQL skills. Expertise in Salesforce & Sales Effectiveness is a plus. Good presentation skills. Demonstrated track record of cross-functional facilitation and partnering in a matrix organization. Ability to maintain positive relationships to accomplish organizational goals in a multicultural environment. Expertise in developing and implementing streamlined processes. Ability to work autonomously, under pressure with a keen attention to details and a high sense of prioritization. Why work for us We are innovative, passionate, fearless, creative, driven, and adaptable. Our core values are at the heart of who we are. We have a spontaneous and vibrant culture, and we truly believe in team spirit and collaboration. At Criteo, we dare to be different. We believe that diversity fuels innovation and creates an energy that can be seen and felt all over Criteo. We champion different perspectives and are committed to creating a workplace where all Criteos are heard and feel a sense of belonging. Criteo collects your personal data for the purposes of managing Criteo's recruitment related activities. Consequently, Criteo may use your personal data in relation to the evaluation and selection of applicants. Your information will be accessible to the different Criteo entities across the world. By clicking the ""Apply"" button you expressly give your consent.",4600,Citeo,4600
Business Analyst,"We are looking for a presales solutions consultant to join our fast growing team supporting sales opportunities through strategic, consultative selling. The perfect candidate is outgoing, personable, and enjoys helping customers solve complex problems through innovative solutions.  About Ivalua  After 15 years of continuous innovation and growth, our unique software platform is widely regarded as one of the most powerful and effective solutions ever created for procurement/Finance teams. Our success is reflected in a 98% renewal rate within an active and engaged community of 250 customers across 70 countries achieving high performance empowered with the Ivalua Solution.  If you are looking for a stimulating environment with exceptional growth and career opportunities, and if you would like being part of a truly global and very diverse team mixing hardwork, teamwork and fun, then Ivalua may be a great fit for you!  Description:  We are looking for a teammate who is dynamic and enjoys working in a fast-paced technology environment. This person is excited at the concept of making a difference in the procurement space. This person is creative and collaborative. They thrive on building new relationships and telling stories. They are analytical and product-focused, with a desire to help contribute to a world-class organization. A quick learner who is able to think on their feet Thrives in dynamic and fast-paced environments (and has fun while doing it!) High energy, self-starter with positive attitude A natural team player with a desire to work with others for broader success Operates successfully in a rapidly changing and undefined environment Thinks big and challenges the status quo; natural ability to ask why Loves challenges and enjoys learning new skills Self-motivated and creator of their success Strong written, oral communication and presentation skills Good organization and time management skills Able to present credibly in both business and technical contexts Has experience in a dynamic start-up or high-growth environment Preferred knowledge and experience in procurement, finance, or supply chain functions Preferred knowledge and experience with SaaS and Cloud-Based applications Bachelors degree or equivalent experience required What you will be doing: Collaborating with Account Executives on qualified opportunities to uncover customer business objectives, pain points and project requirements Creating strategic sales strategies and presentations for prospects using best practices and industry expertise Presenting the value of the Ivalua Platform with highly sophisticated and engaging demos Providing functional responses to RFPs and RFIs and supporting all functional/technical activities required from initial bid response through the entire sales cycle Recommending and supporting different selling strategies and pre-sales activities including conference room pilots (CRPs) and Proof of Concepts (POCs) to support advanced prospect requirements Working effectively with other parts of the organization, including Product Management and R&D to support ongoing product improvements via prospects and customers feedback Staying current on the solution roadmap (forthcoming improvements) as well as competitive offers to improve your industry knowledge Requires about 50% travel",4200,Ivalua,4200
Business Analyst,"WorldQuant develops and deploys systematic financial strategies across a variety of asset classes and global markets. We seek to produce high-quality trading signals (Alphas) through our proprietary research platform to employ trading strategies focused on exploiting market inefficiencies. Our teams work collaboratively to drive the production of Alphas and financial strategies the foundation of a sustainable, global trading platform. WorldQuants success is built on a culture that pairs academic sensibility with accountability for results. Employees are encouraged to think openly about problems, balancing intellectualism and practicality. Great ideas come from anyone, anywhere. Employees are encouraged to challenge conventional thinking and possess a mindset of continuous improvement. Thats a key ingredient in remaining a leader in any industry. Our goal is to hire the best and the brightest. We value intellectual horsepower first and foremost, and people who demonstrate an exceptional talent. There is no roadmap to future success, so we need people who can help us create it. Our collective intelligence will drive us there. The Role:  Middle office at WorldQuant is responsible for analysis and calculation of various measures of portfolio performance such as P&L, valuations and risk. We directly interact with senior management of the firm and the portfolio managers. Ongoing development projects are undertaken to improve performance and capacity. In every task, Middle office is keenly process and automation-oriented as they seek to provide industry-leading capabilities and portfolio analytics. We are seeking exceptionally bright individuals who thrive on solving complex technology and business challenges. Its Impact:  The Middle Office at WorldQuant runs systems that enable WorldQuant to process vast amounts of information to inform our investment decisions. These are state of the art financial modeling systems and tools built with the latest technologies, allowing us to fully automate our trading operations. We work closely with portfolio managers and execution specialists to create custom-tailored unique solutions that provide clear business value, while supporting and monitoring mission-critical functions and processes Job Qualifications: Minimum of a Bachelors Degree in Computer Science or finance-related field from a top school. Ability to program in scripting languages such as Python, Perl or Unix shell. Good data analysis & visualization skills using SQL, Python or Excel. Experience working with scientific libraries such as numpy, pandas, scipy, bokeh is a plus. Strong quantitative & analytical skills with painstaking attention to detail. Demonstrated excellence in chosen field of study or profession. Self-motivated and take initiative with minimal direction. Possess excellent written and oral communication skills. The ideal candidate will have a strong interest in capital markets and drive to build a career in finance. Copyright © 2018 WorldQuant, LLC. All Rights Reserved. WorldQuant is an equal opportunity employer and does not discriminate in hiring on the basis of race, color, creed, religion, sex, sexual orientation or preference, age, marital status, citizenship, national origin, disability, military status, genetic predisposition or carrier status, or any other protected characteristic as established by applicable law. Jobs  >  Business Analyst  >  Singapore ",4600,WorldQuant,4600
Business Analyst,"If you could change one thing about travel, what would it be? At Amadeus, you can make that happen!  Travel makes the world a better place and we are fully dedicated to improving it and making it even more rewarding. We are one of the world's top 15 software companies: we provide technology solutions and services within the travel industry.  Do you have ideas on how to improve travel for everyone? Do you find the idea of working in a diverse, multicultural environment exciting? Are you ready to make an impact across the world? Great, then join us! Let's shape the future of travel together. #shapethefutureoftravel@Amadeus  The functional analyst (FA) plays a key role in enabling change in an organizational context, by defining needs and recommending solutions that deliver value to stakeholders, oversees the quality from end to end. Its scope will encompass eliciting business requirements, identifying and defining solutions in technical documents, effective communication to all stakeholders and entities until delivery.  Major Responsibilities: Analyze submitted by Product Management/ Implementation Team (Not restricted to BRM, Business needs, SOR, CRs) Deliver functional specifications and interfaces documentation of the product Identify interactions and assess impacts with other Amadeus packages/products /solutions to ensure functional compatibility in respect of their product ownership Coordinate respective interactions from inception phase to delivery to ensure the compliance of the delivered functionality Obtain specification validation through facilitating functional review with Development, QA, E2E and Product Management Engage with Development team and architecture team for technical design and documentation Involve with QA teams to produce quality by giving inputs for the test strategy and defect investigation in Production in order to ensure compliance of the delivered quality, functionality and system integrity Provide on request functional knowledge on the Products for Sales, Account Management, Development, Implementation & Support requests ( for elaboration of business cases and RFP responses) Contribute to innovation and expose product evolution by sharing with peers & product manager information such as industry trends & standards, business practice, competition, IATA regulation etc. Provide inputs to Product Management for product functionalities' enhancement, business cases and RFP responses, based on best industry practice. May participate on demand to customer workshops. Ensure quality of the deliverables and provide closure to customers from Amadeus's end as such conducting UAT and provide resolution. May provide software training to customer. Relevant Job Experience:  Qualification (School, university, equivalent, etc.): Engineering degree (or equivalent) in Computer Science or related technical field Knowledge of IIBA/BABOK® is essential SCRUM Master certification is a plus Programming language will be a plus Know How / Skills: JIRA and Confluence experience is a must Development and operational experience on Windows Server and operational systems Excellent written and verbal communication skills in English. Knowledge in Database programming: like SQL - MySql or Oracle Good knowledge on Network and web technologies Good knowledge on Infrastructure (Storage, Virtualization, Cloud) Knowledge in Object Oriented programming language such as .NET or Java Knowledge in Systems Development Life Cycle, Agile Methodology. Ability to work with latest Software Engineering methodology's (UML, Extreme/Agile Programming, BPM etc.) Strong communication skills and engage effectively with multiple stakeholders Adaptability / Flexibility Business process understanding Analytical and conceptual thinking Good problem solving skills Time management and planning Team player Cross-functional knowledge cultivation Airport Operation and domain knowledge are necessary. Relevant Job Experience: 5+ years of implementation experience in business analyst position in aviation industry Experience in at least 3 full cycle of SDLC. DevOps and Software Releasing engineering is a desirable Amadeus is proud to be a diverse and inclusive employer, embracing equality of opportunity, fairness, respect and dignity for all its employees. We at Amadeus treat all employees equally regardless of gender, gender identity, sexual orientation, ethnic or national origin, culture, belief, disability or age and we see this diversity as a strong asset in today's complex, global, and interconnected world.  To apply: https://amadeus.contactrh.com/jobs/9064/26261110 Jobs  >  Business Analyst  >  Singapore ",4500,Amadeus IT,4500
Business Analyst,"Senior Business Consultant – VRS APAC  Position Summary  The Quality Management (QM) and Robotic Process Automation (RPA) Business Consultant utilizes domain expertise QM and RPA to lead consulting projects and help customers drive value realization and increased system adoption. Provides excellent QM and RPA industry best practice guidance to ensure customer fully optimizes their business process and maximizes the full potential of the QM and RPA solutions. Is responsible for providing consulting and advisory service and building long-term relationships with customers, becoming a trusted advisor.  The Sr. Business Consultant will manage customer relationship and individual engagements with a strong focus on operational excellence and establishing strategy for business impact.  The Sr. Business Consultant will have a higher level of individual level accountability to create customer ROI's, customer engagement renewals, business development, and the growth of the QM and RPA lines of business.  Key Responsibilities: Develop and maintain relationships with strategic customers to ensure continued satisfaction Responsible for successful delivery of contact center performance improvement via QM program recommendations resulting in highly satisfied, referenceable customers Expertly handle large scale Value Realization Services (VRS) customer engagements and the VRS Program with Customers Provide expert guidance and deliver strong advisory best practice consulting within the QM and RPA domain Stay up to date with Industry standards and processes of QM and RPA and produce collateral, whitepapers etc. that help promote NICE Value Realization Services Deliver services and solutions that create measurable value and leverage customers investment in NICE technology thereby improving ROI as well as profit for NICE In charge of independently owning Sr. Executive interface, successfully achieving their active engagement. Develop and deliver presentations consisting strategic recommendations for business impact via NICE QM and RPA Solutions Develop 12 – 18 month evolution roadmap for customer with measurable impact for cross solution portfolio Develop repeat business opportunities via successful delivery, credibility and being a thought leader Independently perform financial analysis, benefits and impact analysis and create ROI models for the QM and RPA domain Deliver consulting services that support in business development, renewals and generate demand for follow on VRS services Support NICE Account Executives in identifying additional solution opportunities Skills & Experience: Minimum of 5 years of internal or external business consulting experience in a call center / contact center environment & Quality Management and Robotic Automation Domain Must have proven ability to independently and effectively handle Sr. Executive audience and stakeholders, provide thought leadership and gain strategic partnership Direct management experience with a Quality Management team and QM program a plus Ideal candidate to come from a consulting firm or contact center operation Multi- domain experience with i.e. Workforce Management, Performance Management major plus Led contact center teams and demonstrated operational performance improvements with significant benefit. Demonstrated experience with leading organizational change, creating governance teams and center of excellence processes Proven business development experience and driving renewals of consulting engagements in contact center industry. Experience with Quality Management processes and solutions. Ideal candidate would have led or been part of a Quality Team. Multi-industry experience. Excellent verbal, written communication and presentation skills are a must. Multilingual, fluent English and Mandarin. Korean or Japanese would be advantageous. Education Bachelor's degree in a related discipline. Six Sigma Certification or other Process Improvement Discipline  Location: Singapore Travel Must be willing to travel up to 60%. Jobs  >  Business Analyst  >  Singapore ",10000,NICE,10000
Business Analyst,"About Us:  Want to join a company on the cutting edge of technology and travel? Want to be part of a fantastic and fun company that's revolutionizing the online travel advertising space?  Specializing in traveler path-to-purchase data for over a decade, Sojern is travel's direct demand engine for thousands of brands -- from global enterprises to boutique operators -- across the hotel, airline, cruise, transportation, tourism industries, and more. Analyzing the world's travel intent signals with its proprietary data science methods, the company delivered $10B in generated bookings for its clients to date by activating multi-channel branding and performance solutions on the Sojern Traveler Platform.  Recognized on the Top Company Cultures list by Entrepreneur Magazine, Sojern is headquartered in San Francisco, with teams based in Dubai, Dublin, Hong Kong, London, Mexico City, New York, Omaha, Paris, Singapore, and Sydney.  The Role:  The Analyst role drives operational efficiency throughout the company and is tasked with supporting multiple teams along the way. The successful candidate will need to be highly detail oriented and capable of relaying information and recommendations to a variety of teams across the business.  You will be great at: Intelligently combine the audience segmentation, bidding, delivery and pricing strategies to extract optimal conversion based performance for our travel advertisers by leveraging our exclusive travel intender audience. Bring your deep problem solving and analytical skills to ferret out the techniques necessary to optimize campaigns that leaves the competition scratching their heads. Create best practices documentation and rollout your techniques to the Account Managers and fellow Ad Operation team members. Take those learnings to the Product, Engineering, and Data Science teams to create repeatable rules, processes and data models that scale. Communicate your insights and techniques to multiple internal stakeholders; diligent written and excellent presentation skills are key. Be rigorously Data Driven in every aspect of your work, insights, communications and proofs. What you bring: 2-4 years industry, Analyst and job-related experience 2+ years successful online advertising operational experience optimizing performance based display campaigns. 2+ years experience extracting insights from data with any two of these data tools: Excel, R, Matlab, SaaS, Python notebooks, Tableau, microstrategy. 2+ years experience with one of these data retrieval languages: SQL, HQL or BigQuery SQL. Experience with one of: AppNexus, MediaMath, DBM or other equivalent display ad delivery DSP. Skills, desire to learn, insatiable curiosity, desire to grow, desire to collaborate not only with your Analyst team but also with other internal teams that depend on your insights - Data Science, Account Management, Engineering, Sales, and Product. Excellent oral and written communication skills. Ability to work in fast paced environment, balance multiple priorities and continuously liaise with offices in other regions. Bachelor's Degree in Business, Economics, Finance, Accounting, Mathematics or a related area. Master's degree strongly preferred Perks: Culture: Strong core business values, focus on teamwork, vibrant, social and fun environment Snacks: Variety of snacks in office Opportunities: Be part of a growing team with training and support to help you grow Give Back: We give 40 hours a year to volunteer and organize office volunteer programs with local organizations Competitive Localized Benefits Ownership: Lead creative and challenging projects IATA travel discount Time Off: 20 vacation days per annum At Sojern, we value diversity and always treat all employees and job applicants based on merit, qualifications, competence, and talent. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.  ***Successful candidates must be eligible to work in Singapore***",5300,Sojern,5300
Business Analyst,"Join our business development team in assisting with the platform development and streamline operations in the Equity Derivatives Team.  As a Business Analyst, you will be part of a dynamic team with the business development, front office, and technology & operations staff, and we are open to you operating out of either our Hong Kong or Singapore office.  Working within a supportive, high performing team, you will define project scope and identify functional areas/stakeholders impacted by the project, and provide input into the project planning process. By liaising with legal, front office, compliance, operations and technology teams, you will define and drive changes across systems and operational processes to ensure timely and effective compliance. You will work on document requirements, functional specifications, change to business processes, test plans, new business/products approvals and other project elements. By effectively assessing regulatory, scalability and operational risk on the current and planned business activities, you will be able to ensure deliveries actively drive compliance, scalability and reduce operational risk.  As a natural people person, you are to proactively communicate upcoming changes across a varied set of stakeholders and sponsors whilst taking the opportunity to build effective working relationships with front office and technology and operational areas. You will also be involved in coordinating user acceptance test cycles with the project managers and be involved in early acceptance testing of business, operational, regulatory and related process changes. Lastly, you will assist to drive real time changes in business processes and technology, to fix/remediate operational issues, streamline business process and ensure timely regulatory compliance.  As the successful candidate, you will have a tertiary qualification in Finance, Technology or a related discipline. You will have worked in a similar role with prior experience in the delivery of front office, operations, business development or risk management projects. You have good knowledge of technology infrastructure and automation toolsets to streamline processes. You are numerically strong and have good analytical skills, and you have the ability to quickly learn new products and systems, allowing you to thrive in a challenging and constantly changing environment. Accuracy and quality is important to you, and you have an eye for attention to detail. Finally, you have excellent English skills, both written and oral, and you will be able to effectively tailor communications to a diverse range of business and technical stakeholder groups.  Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.  Find out more about Macquarie at www.macquarie.com/careers.  Macquarie understands the importance of diversity and inclusion - our long history of success has come from being different. At Macquarie we value the innovation and creativity that diversity of thought brings. The one thing we all have in common is our focus on high performance. If you're capable, motivated and can deliver, we want you on our team.",4000,Macquarie,4000
Business Analyst,"NCR Corporation (NYSE: NCR) is the global leader in consumer transaction technologies, turning everyday interactions with businesses into exceptional experiences. With its software, hardware, and portfolio of services, NCR enables nearly 700 million transactions daily across retail, financial, travel, hospitality, telecom and technology, and small business. NCR solutions run the everyday transactions that make your life easier. NCR is headquartered in Atlanta, Georgia, with approximately 29,000 employees and does business in 180 countries. Business Analyst Determine customer requirements by conducting business requirement studies and defining gap specifications Refining and documenting all user requirements into operations review document and functional specification document Implement customised system at customer sites and test system to ensure smooth implementation Conduct application demonstrations and walkthroughs of products Assist in conducting end-user training like application walkthrough and workshop sessions Develop good working relationships with customers and potential customers to foster project management activities Provide consultation services by identifying tasks to be performed by Alaric and other vendors, including budget and effort estimations Collaborate with product development staff in the functional design process Assist in any ad-hoc projects as assigned Qualifications Relevant sector experience must have worked on the technical side within a payment based financial technology vendor or in an end-user environment Proven client management skills Commercially aware, tactful, decisive, committed to providing excellent service Excellent communication skills both with clients and internal. Excellent English written and verbal communication skills Sound interpersonal skills that foster good working relationships EEO Statement  Integrated into our shared values is NCR's commitment to diversity. NCR is committed to being a globally inclusive company where all people are treated fairly, recognized for their individuality, promoted based on performance and encouraged to strive to reach their full potential. We believe in understanding and respecting differences among all people. NCR does not discriminate in employment based on sex, age, race, color, creed, religion, national origin, disability, sexual orientation, veteran status, military service, genetic information, or any other characteristic or conduct protected by law. Every individual at NCR has an ongoing responsibility to respect and support a globally diverse environment. Statement to Third Party Agencies  To ALL recruitment agencies: NCR only accepts resumes from agencies on the NCR preferred supplier list. Please do not forward resumes to our applicant tracking system, NCR employees, or any NCR facility. NCR is not responsible for any fees or charges associated with unsolicited resumes. NCR Corporation (NYSE: NCR) is the global leader in consumer transaction technologies, turning everyday interactions with businesses into exceptional experiences. With its software, hardware, and portfolio of services, NCR enables nearly 700 million transactions daily across retail, financial, travel, hospitality, telecom and technology, and small business. NCR solutions run the everyday transactions that make your life easier. NCR is headquartered in Atlanta, Georgia, with approximately 29,000 employees and does business in 180 countries. Business Analyst Determine customer requirements by conducting business requirement studies and defining gap specifications Refining and documenting all user requirements into operations review document and functional specification document Implement customised system at customer sites and test system to ensure smooth implementation Conduct application demonstrations and walkthroughs of products Assist in conducting end-user training like application walkthrough and workshop sessions Develop good working relationships with customers and potential customers to foster project management activities Provide consultation services by identifying tasks to be performed by Alaric and other vendors, including budget and effort estimations Collaborate with product development staff in the functional design process Assist in any ad-hoc projects as assigned Qualifications Relevant sector experience must have worked on the technical side within a payment based financial technology vendor or in an end-user environment Proven client management skills Commercially aware, tactful, decisive, committed to providing excellent service Excellent communication skills both with clients and internal. Excellent English written and verbal communication skills Sound interpersonal skills that foster good working relationships EEO Statement  Integrated into our shared values is NCR's commitment to diversity. NCR is committed to being a globally inclusive company where all people are treated fairly, recognized for their individuality, promoted based on performance and encouraged to strive to reach their full potential. We believe in understanding and respecting differences among all people. NCR does not discriminate in employment based on sex, age, race, color, creed, religion, national origin, disability, sexual orientation, veteran status, military service, genetic information, or any other characteristic or conduct protected by law. Every individual at NCR has an ongoing responsibility to respect and support a globally diverse environment. Statement to Third Party Agencies  To ALL recruitment agencies: NCR only accepts resumes from agencies on the NCR preferred supplier list. Please do not forward resumes to our applicant tracking system, NCR employees, or any NCR facility. NCR is not responsible for any fees or charges associated with unsolicited resumes. Jobs  >  Business Analyst  >  Singapore View Data as Ta",3000,NCR,3000
