,job_title,company,salary,job_description
212,"DATA ANALYST(Tableau, Spotfire, Kibana, Qlikview)",INFOGAIN SOLUTIONS PTE. LIMITED,"$6,200to$7,400Monthly","Roles & ResponsibilitiesJD:  At least 3 - 7 years prior data analytics/science experience, proficient in statistical tools such as Excel Macro and Data visualization tools such as Powerpoint and Sharepoint is a must.  Proven ability to deliver data transformation, visualization and analytics in technology in the banking industry  Proven ability in standardizing and automating data analytic reports, notifications and dashboards  Additional experience in data transformation and data visualization tools such as Tableau, Spotfire, Kibana, Qlikview is a strong plus.  Additional experience in application support environment and understanding of ITIL methodology is a plus  Demonstrate accountability, independent initiatives and willingness to learn, stretch and deliver while having a strong process orientated mindset  Strong team player with good communication skills. Flexible and able to manage time effectively. Able to work with sense of urgency under multiple deadlines and successfully organize and complete tasks with minimal supervision. RequirementsMin 5 years experience with data analytics, reporting related works.  Expert with Microsoft excel (ability to write excel Macros), powerpoint, sharepoint tools is a must  Experience with data visualization tools such as Tableau, Spotfire, Kibana, Qlikview is a strong plus  Personal Skill :-  Independent worker with good communication and interpersonal skills to effectively interact with colleagues and external parties of all levels  Strong team player and willingness to share knowledge  Ability to learn new skills quickly with little supervision  Ability to think out of the box  Able to efficiently and effectively manage work, time and priorities  Ability to handle high stress and pressure situations while continuously delivering  Self-motivating and delivery focused individual  Ability to understand the big picture, yet with an eye for details  can step back and understand the context of problems before applying data analytical skills to create data transformation and data visualization with spot on details."
213,Data Scientist,Company Undisclosed,"$15,000to$25,000Monthly","Roles & ResponsibilitiesWe are a family office focused on investments in the technology space within Vietnam and are looking for a highly experienced data scientist to help us build a data analytics team for our investees in Vietnam. The candidate will be expected to spend a significant amount of time with our investees in Vietnam. In this Role:  Develop strategies to enable data-driven decision-making across the enterprise Establish a center of excellence for data analytics and business intelligence (BI) Set direction for business-based data analysts to adopt data strategies, methodologies, processes, reporting tools, and visualization technologies Collaborate with IT partners to help set direction for the data warehouse team and data-related technologies Teach and enable others to promote and make data-driven decisions, backed by investigation and collaboration through data Ensure that analyses used for financial reporting and legal requirements are valid, traceable, available, secure and consistent Ensure privacy and legal requirements are met in the access and use of data by the internal analytics community Consolidate data analytics throughout the company and set standards for consistent report generation and reporting output, including dashboards Be accountable for consistent and quality data reporting, analytics, and visualization throughout the enterprise Communicate opportunities to optimize results through use of data analytics and business intelligence Demonstrate advanced understanding of the data warehouse discipline, including data lakes, data mapping, data mining, data dependencies, structured and unstructured data, SQL, and ETL Demonstrate advanced understanding of analytics, including predictive modeling, AI, and deep learning Demonstrate knowledge and suitability for an agile scrum development environment Present complicated analytical information in a concise and compelling manner to technical and non-technical audiences Manage others; recruit, develop, coach, and retain staff  
   RequirementsRequired Qualifications:  Masters or Doctorate degree in a related field 10 years of progressive experience managing data analytics and business intelligence at a corporate level 5 years of experience working with emerging data and analytics technologies (i.e. Hadoop, Spark, MongoDB, Azure Data Lake, etc.) Skilled in emerging cloud platforms and development patterns (i.e. AWS, Azure, MapReduce, etc.) Knowledge of some or all of the following disciplines: Machine Learning , Statistical Analysis, Artificial Intelligence, Predictive Analytics Basic knowledge of architecture frameworks (TOGAF, DAMA, etc.) 
 "
214,Senior Research Engineer (Data Analytics)  /  I2R (A*STAR),A*STAR RESEARCH ENTITIES,"$3,400to$6,800Monthly","Roles & ResponsibilitiesAbout the Institute for Infocomm Research (IR) The Institute for Infocomm Research (IR) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapores largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg The project focuses on data management systems, data engineering solutions and deep learning systems for radiology applications. Candidate should have demonstrated interests or experience in: 1. Experience in the execution of translational projects focused on development, testing and deployment
 2. Big data analytics and data engineering 3. Experience with biomedical datasets, in particular medical images 4. Business analysis skills and/or past work with/in clinical partner institutions 
The position entails working in a multi-disciplinary business analytics translation group alongside machine learning and deep learning teams that are closely collaborating with clinical and industry partners on impactful projects that will translate research to deployed technology. Requirements Minimum bachelor degree in computer science, computer engineering, mathematics and statistics, data science intensive programs, with expertise in one or more of the following areas: data mining and management, machine learning, time-series data analytics, etc. Minimum 2 years post completion of last degree Experience in clinical research environments is a plus Excellent knowledge of a programming language such as Node.js., java or C++
 Proficient in Python Good knowledge on data analytics/ machine learning/ data mining and experience in solving real-world data science problems Able to deliver under tight schedules Good team player with both research and engineering ethics Good interpersonal and communication skills Prior experience with NLP is a big plus Prior experience with medical image processing, clinical informatics systems and software platforms is a big plus  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
215,Research Data Scientist,TECH IN ASIA PTE. LTD.,"$4,000to$6,000Monthly","Roles & ResponsibilitiesTribe is a decentralized protocol developed with a mission to help leaders build and sustain great communities around the world - communities that are economically sustainable, decentralized, and autonomous. We are a looking for a research data scientist to help us experiment and implement policies to keep the community economy healthy.  To experiment math formula to compute content quality scores and rewards
 To research and apply data science methodologies on token economy To analyze data and work with our team to implement short/long term changes to increase/decrease economic factors to create a healthy economy To test and repeat To put executions into code and production whenever required
  Requirements PhD in Mathematics or Economics At least 1 year working experience in the technology/internet sector Research and data driven. Understands experimental design Ability to think critically and in a computational way. Able to code is a huge plus Understand blockchain and its impact to the world "
216,"Data Analyst, Pricing Analytics",Company Undisclosed,"$4,000to$5,000Monthly","Roles & ResponsibilitiesWe are seeking a Data Analyst with experience working on academic or industry projects running predictive, prescriptive and descriptive analytics. Your role is to provide accurate, timely, relevant and quality analysis for a dynamic business. You will be reporting to Senior Analytics Manager and offer effective reporting, insight and analysis for multiple stakeholders, internal clients, locations and priorities. You will be working hands-on and delivering flexible solutions ensuring stakeholder satisfaction  As Data Analyst, you will be responsible for:  Advanced analytics, machine learning and dashboard building Liaise both internally within the team as well as externally with business stakeholders for completion of data analytics and reporting. Support the development and testing of hypotheses across all functional data sets supplied by the business Implementing and analyzing algorithms that will substantially impact the companys understanding of its data Support the proof of concept, and development of tools and applications Work with the manager to define key questions and projects that will transform the business This is a contractor role renewable on an annual basis This position will be based in Singapore  
   Requirements
  Master or Bachelors degree in Analytics, Computing, Engineering, IT, Math, Economics, Statistics, Sciences or other technical discipline; Expert knowledge of R programming and Qlik Sense; VBA / Python / SAS EM / SAS EG experience is desirable; Ability to understand and extract data from large and complex data sets (structured & unstructured) Basic knowledge of data quality measurements, methodology and reporting tools Basic knowledge of data management Basic knowledge of statistical methods and machine learning Strong results driven personality, with a high level of enthusiasm, energy and confidence Excellent analytical, communication, organizational and presentation skills Ability to demonstrate flexibility and integrity: be able and willing to work hands on, independently or with a small team "
217,Big Data Software Engineer,ADECCO PERSONNEL PTE LTD,"$6,000to$9,000Monthly","Roles & ResponsibilitiesThe department is responsible for development and maintenance of Risk and Finance applications used by worldwide users covering Market Risk, Counterparty Risk, Finance domain. The applications are in-house developments with a mix of Microsoft and open source technologies.  The open position is to join one major investment project to tackle the regulatory requirement by redesigning information system platform to be global and adaptable enabling automated reporting and real-time processing and monitoring. The project will transform application landscape and bring it to the next level.  Main Responsibilities:  Lead technical study into a propose solution, while involving expertise from infrastructure big data expert, business analyst requirement Document proposed design and develop the solution Implicitly ensure all CI-CD artefacts are part of the solution Perform code review while fostering knowledge and coaching best practices to team members Interact and provide reporting to project managers Monitor technical risk and escalate appropriately to management  The position requires autonomy and reliability in performing duties with initiatives and leadership when it comes to all non-functional deliverables such as testing tools, mocking objects, production monitoring concerns, quality control including performance and load testing. Requirements At least 7 years in Software development At least 6 years in Java/J2EE development At least 4 years experience in streaming solution Hands on Data ingest and data processing technology like Spark streaming and Spark Hands on Messaging systems like Kafka, Flume or ActiveMQ, MQSeries or RabitMQ Hands on knowledge on Hadoop (preferably Hortonworks distribution) - HDFS, HBase, Hive, ORC/Parquet Build tool - Maven/sbt/ant, UML, Restful web services, Jenkins/Team City, Source management  SVN/GIT, TDD using Junit, Jira/QC  Good to have:  Solution design using proven patterns, awareness of anti-patterns, performance tuning, especially in streaming Knowledge of tools like Phoenix, ElasticSearch, Sqoop, StreamSets are good to have. Basic understanding of finance and investment banking  Other Professional Skills and Mind-set  Excellent written and verbal communication skills for both team mates and management Strong analytical and problem solving skills Proficient software development life cycle Appetite to follow technology trend and participate to communities  Prepare your resume in word document (please include your current salary package with full breakdown such as base, incentives, annual wage supplement etc.) and expected package with your notice period (Including leaves to offset) and email it to TechnicalStaffing@adecco.com All shortlisted candidates will be contacted. Wai Yun Wen EA License No: 91C2918 Personnel Registration Number: R1330726"
218,Data Engineer,U3 INFOTECH PTE. LTD.,"$6,000to$9,000Monthly","Roles & Responsibilities Constructing data pipelines. Building APIs for data consumption Supporting the Data Platform Continuously monitoring and testing the system to ensure optimized performance  Requirements Experience on with visualization tools (tableau) Experience with data management tools (Ab initio) is required 5+ years of associated work experience in a relevant role Excellent interpersonal communication skills to explain complex technical topics in an easily digestible manner Advanced SQL database management is a plus. Understanding of file transfer solution (CFT, sfTP, MQ, kafka) Technical expertise regarding data models, database design development, data mining and segmentation techniques. Strong knowledge and experience with reporting packages/tools (tableau etc.), databases (SQL etc.), programming (Python, R, JavaScript or ETL frameworks). Knowledge of statistics or experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc.). Adept at queries, report writing and presenting findings. Working knowledge in any analytical tools like Alteryx, Dataiku.  Working knowledge of Hadoop, MapR and Machine Learning techniques are desired."
219,Data Analyst - Gaming attachment 8 Months cambodia,THE SUPREME HR ADVISORY PTE. LTD.,"$3,000to$6,000Monthly","Roles & Responsibilities Conduct in-depth product data analysis for the game  Identify problems affecting the performance of the game in a clear manner with proper documentation  Regular checks on the functionality of the game Requirements











 Comfortable with being based in Cambodia for 8 months [accommodation, meals, and living allowances will be provided on top of salary 
  1 year of experience in game planning  Experience in managing operations for at least 2 games  Strong in logical thinking, communication and coordination  Sensitive to digital changes  Strong knowledge of Microsoft Excel  High level of initiative and development potential.  Dares to take on a project head on and strong team spirit  Able to work overseas for a few months [expenses are covered, and additional allowances will be provided]."
220,Reference Data Business Analyst,BLUECHIP PLATFORMS ASIA PTE. LTD.,Salary undisclosed,"Roles & ResponsibilitiesAn established firm is seeking a potential individual who has sound expertise and understanding of market data and pricing data. Offering an opportunity to play a vital role in being part of an establish team covering all aspects of reference data, business analysis, change management and fast tracked his/her career in a highly professional and leadership-oriented platform. 
 Job Responsibilities  Change management in market data cost review  Gaining buy-in from COO/Business Heads on current spend and potential areas for savings  Project managing displacement users from requirements gatherings via surveys, trials preparation, trial feedbacks and regular updates to stakeholders.  Ensuring successful trial sign off by resolving users issues or escalating it for enhancement  Workflow and product knowledge of Financial Market, Wealth Management, Operations, Compliance divisions  Re-engineered the Product and Pricing Data team processes  Created a generic feed for pricing
 that improved the process  Continuous involvement in the Equities build-out project  Built the connectivity between the main product data depository and downstream systems used for trading and settlement  Created the Target Operating Model for the Wealth systems to leverage on the data from Investment Banking strategic product database  Handled mandatory vendor change projects  	
  Requirements/Qualifications  Holds 8 years of experience in Reference Data with huge contribution to process and system enhancements.  Experience in Project Management and Business Analysis with focus on systems integration, regulatory, process re-engineering and build-out projects in Wealth management, Investment Banking and Asset Management  Knowledge in Software Development Lifecycle, Agile methodology.  Strong Equities, Funds and Equity Derivatives product knowledge  Holds problem-solving, excellent analytical skills and communication skills, strong leadership skills, attention to detail and innovative solutions.  Ability to adapt to a fast-changing environment and a multi-cultural organization.  Good interpersonal and communication skills.  Requirements**Apply here** https://www.bluechipcareers-asia.com/jobDetails/3865/reference-data-business-analyst For more Banking and Finance Jobs, visit us at https://www.bluechipcareers-asia.com/"
221,Data Scientist  /  Customer Analyst x 5,Company Undisclosed,"$5,000to$10,000Monthly","Roles & ResponsibilitiesPrimary Responsibilities  Lead the new Data Science capability to create solutions to optimise business processes and the customer experience Contribute to a data driven, test & learn and rapid iteration culture Present concise findings to senior management with actionable recommendations Innovative application of Data Science to solve real-world use cases Conduct research and integrate suitable tools for the team Prior programming and modelling experience is essential Flexible, proactive and able to work under fast paced environments. Excellent analytical skills in problem identification and resolution
 Integrate with core systems, utilise data from inside & outside of the organisation Lead and manage the relationship with 3rd party vendors, to ensure the seamless integration of their solutions into the platform Partner with Singapore based research institutions, and further education institutions to develop IP which contributes to the development of Data Science solutions. Evaluate all activity in against agreed KPIs Demonstrate long term value creation for Customers.  Requirements Masters Degree holder  Statistics/Computer Science/Mathematics.
PhD is an advantage. 8+ years experience (minimum of 5 years experience within a commercial role) Strong command of a number of big-data technologies, statistical analysis tools and methodologies Strong user of data to understand performance and to make recommendations to the business Possesses excellent communication, interpersonal, project management & leadership skills "
222,"Data Scientist, APAC (Singapore)",Company Undisclosed,"$8,000to$12,000Monthly","Roles & ResponsibilitiesWe are considering candidates for both junior and experienced positions. Who we are The Data Science team based in Singapore has the charter to understand user behavior and accelerate user growth for our platform, especially in international markets. We work on a mix of longer term analysis (such as how can we be smarter about how we send emails and notifications to our users; or how can we measure the impact of various user acquisition efforts) and shorter term tactical work (such as opportunity sizing for certain campaigns). The common thread between all the analysis we do is to seek to have a better understanding of how our users are engaging with our products. What youll do Your work with our large amounts of structured and unstructured data to understand how our users are using the product, and communicate these insights with stakeholders (product managers, executives, business decision makers etc). For more experienced hires, you will own important project areas from start to finish. That work includes defining an important roadmap of data science work and executing it. You are highly technical and hands on but you wear a product manager hat easily to make your projects successful. Who you are  You care about people: You have fundamental respect for all people You are in awe of the ability to understand and help 100s of millions of people  You are great at:  Extracting and transforming data from systems like Hadoop and SQL, using tools such as Pig, Scalding, Hive, Presto Exploring and visualizing data to drive insights Applying machine learning techniques for a variety of modeling and relevance problems involving users, their relationships, their social media posts and their interests. Designing and implementing metrics that help teams focus on what to optimize for Understanding A/B testing and are able to statistically interpret experimental results Working with Product Managers, engineers and designers to understand where data can be helpful Transforming complicated problems into simpler, tractable ones Communicating with technical and non-technical stakeholders  RequirementsRequirements:  Bachelors, Masters or PhD degree in Computer Science, Statistics, Math, Engineering, or other quantitative discipline Some experience with one or more object oriented languages like Java, Scala, C++ Some experience with scripting languages like Python or Ruby etc. Some experience with statistical programming environments like R or Matlab Bonus points: Experience with machine learning Experience with large datasets and Map Reduce architectures like Hadoop and open source data mining and machine learning projects "
223,Big Data Software Engineer,ADECCO PERSONNEL PTE LTD,"$6,000to$10,000Monthly","Roles & ResponsibilitiesThe department is responsible for development and maintenance of Risk and Finance applications used by worldwide users covering Market Risk, Counterparty Risk, Finance domain. The applications are in-house developments with a mix of Microsoft and open source technologies.  The open position is to join one major investment project to tackle the regulatory requirement by redesigning information system platform to be global and adaptable enabling automated reporting and real-time processing and monitoring. The project will transform application landscape and bring it to the next level.  Main Responsibilities:  Lead technical study into a propose solution, while involving expertise from infrastructure big data expert, business analyst requirement Document proposed design and develop the solution Implicitly ensure all CI-CD artefacts are part of the solution Perform code review while fostering knowledge and coaching best practices to team members Interact and provide reporting to project managers Monitor technical risk and escalate appropriately to management  The position requires autonomy and reliability in performing duties with initiatives and leadership when it comes to all non-functional deliverables such as testing tools, mocking objects, production monitoring concerns, quality control including performance and load testing. Requirements At least 7 years in Software development At least 6 years in Java/J2EE development At least 4 years experience in streaming solution Hands on Data ingest and data processing technology like Spark streaming and Spark Hands on Messaging systems like Kafka, Flume or ActiveMQ, MQSeries or RabitMQ Hands on knowledge on Hadoop (preferably Hortonworks distribution) - HDFS, HBase, Hive, ORC/Parquet Build tool - Maven/sbt/ant, UML, Restful web services, Jenkins/Team City, Source management  SVN/GIT, TDD using Junit, Jira/QC  Good to have:  Solution design using proven patterns, awareness of anti-patterns, performance tuning, especially in streaming Knowledge of tools like Phoenix, ElasticSearch, Sqoop, StreamSets are good to have. Basic understanding of finance and investment banking  Other Professional Skills and Mind-set  Excellent written and verbal communication skills for both team mates and management Strong analytical and problem solving skills Proficient software development life cycle Appetite to follow technology trend and participate to communities  Prepare your resume in word document (please include your current salary package with full breakdown such as base, incentives, annual wage supplement etc.) and expected package with your notice period (Including leaves to offset) and email it to TechnicalStaffing@adecco.com All shortlisted candidates will be contacted. 
"
224,Scientist (Data Analytics)  /  I2R (A*STAR),A*STAR RESEARCH ENTITIES,"$4,500to$9,000Monthly","Roles & ResponsibilitiesAbout the Institute for Infocomm Research (IR) The Institute for Infocomm Research (IR) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapores largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg We are looking for a capable and responsible scientist to work on and make contributions in the area of big data management and analytics, spatial-temporal data analytics, predictive analytics in time series data etc. These research areas has wide applications, such as smart city, IIoT, manufacturing, healthcare. 
Successful candidate will be given opportunities to participate in projects bringing innovation to various domain, such as advanced manufacturing and engineering (AME) domains and urban solutions and sustainability (USS) domain, and economic sectors including that of the financial service industry entities. In particular, successful candidate will be involved in the execution of both industry projects and research projects. In addition, the candidate is also required to participate in the drafting of grant proposals and project scoping with industrial partners and/or public sector entities. Overall, as a member of the Data analytics department in I2R, the successful candidate will have ample opportunities doing cutting-edge research, and solve real-world problems in collaboration with universities, industry and/or public sector entities. Requirements PhD in Computer Science, Computer engineering, Mathematics and statistics, data science intensive programs with expertise in one or more of the following areas: Data mining, data management, machine learning etc Entry level candidate with relevant experience may apply Ability to work independently to innovate and develop prototypes to demonstrate the feasibility of research ideas Good knowledge on data analytics/machine learning/ data mining and experiences in solving real-world data science problems Proficient in Python, R, Matlab, C++ or Java Able to deliver under tight schedule Good team player with both research and engineering ethics Good interpersonal and communication skills Prior experience with trajectory data or time-series data is a big plus Good knowledge of big data technology, such as Hadoop, Spark, Storm, is a big plus Prior experience with AME industry is a plus  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
225,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,"$4,000to$4,500Monthly","Roles & ResponsibilitiesData Scientist / Programmer for Regional ATM Modernisation Programme Under the Air Traffic Management Research Institute (ATMRI) (http://atmri.ntu.edu.sg/), Nanyang Technological University, you will be part of Regional ATM Modernisation Programme team to perform programming and data analytics for the ASEAN air routes and ATM operations in the region.
  Primary Duties or Responsibilities Specifically, you will  Undertake research and development related to Air-space management & Data Analytics. Development and verification of Concept of Operations. Perform programming for fast time and real-time simulation tools, doing analytics, and building high quality strategic planning system for future for Air Traffic Management (ATM) eco-system for the region. You will provide expertise on mathematical concepts for the broader applied analytics of flow management and inspire the adoption of advanced analytics and data science across the entire breadth of regional ATM system. Conduct stakeholder meetings to solicit input for development of systems. Interact with senior personnel such as project lead and ATC operations specialist on significant technical matters and coordinate with other specialist teams within programme.
 Represent the Institute at regional/global ATM platforms, international forum/conferences. Occasional overseas travel may be required.
  Requirements Doctorate degree in a relevant field. At least 3 years experience in any aviation-related fast-time simulation environment. Knowledge of tools like SAAM and AirTop will be an added advantage.
 Strong programming skills such as Java, C++ and Python Experience in Data Science (knowledge in Aviation / Air Traffic Management)
 Good English writing and communication skills
 Independent and team player
 "
226,Semiconductor Manufacturing Equipment Data Scientist,TOKYO ELECTRON SINGAPORE PTE. LTD.,"$4,000to$7,000Monthly","Roles & ResponsibilitiesResponsibilities To integrate TELs tool and customers quality data to provide statistical or machine learning analysis to improve TELs equipment overall efficiency  To
 partner with customers Data science group
 and TELs process engineers to define problem statements, acquire and analyse data , create visualization to explain the data and to identify sensors of interest that correlate to customer quality data (yield, defect, CD, etch rate etc.,.) Understand the data infrastructures requirements, define the best data storage solution and support TELs development team to design data analytics applications. These applications will extract data ( and images) from relational databases and big data storages, processing and analysing data, calculating summaries and indicators, detecting patterns and finding the root cause, performing commonality analysis and data mining.  
 Requirements
Requirements  BS or MS in Computer Science/Data Science/Statistics or
a related field with at least 3 years of experience Candidates with prior semiconductor manufacturing data analysis experience preferred The candidate must have a strong knowledge in one or more of the following areas: Big Data Technologies, relational databases, machine learning algorithms, data mining, yield analysis, statistical analysis, and image processing. Expertise in Web development, Hadoop, HBase, Java, Python, R and SQL is/are preferred This position requires strong written and oral communication, analytical problem solving, leadership
 and teamwork skills "
227,IT Data Analyst,AGRITRADE RESOURCES ASIA PTE. LTD.,"$3,000to$4,200Monthly","Roles & ResponsibilitiesThe Role The purpose of this position is to assist in design, implement, maintain and support our growing IT infrastructure as well as any IT transformation projects. Some of the work scopes include  Configure and install various network and voice devices and services (e.g., routers, switches, firewalls, load balancers, VPN, QoS) Monitor performance and ensure system availability, reliability and constantly find flaws or room for improvement in the current network system Monitor system resource utilization, trending, and capacity planning Select and implement security tools, policies, and procedures in conjunction with the companys security team Provide Level 1 and 2 desktop application support including office applications Liaise with vendors and other IT personnel for problem resolution Provide IT Support to users and troubleshooting to resolve issues Interpret data, analyze results using statistical techniques, and provide ongoing reports Develop and implement databases, data collection, systems, data analytics, and other strategies that optimize statistical efficiency and quality Acquire data from primary or secondary data sources and maintain databases/data systems Identify, analyze, and interpret trends or patterns in complex data sets Work with management to prioritize business and information needs Locate and execute new process improvement opportunities.  RequirementsIdeal Profile  Diploma in Computer Science or Information Technology or related qualification Minimum 3 years of relevant experience CCNP and PMI certification would be added advantage Hands-on experience with monitoring, network diagnostic and business intelligence tools Strong analytical and problem-solving skills Meticulous, detailed oriented with passion for technology Self-starter with strong communication skills "
228,Walkin interviews 29th June 11:00 AM Onwards,R SYSTEMS (SINGAPORE) PTE LIMITED,"$2,500to$8,000Monthly","Roles & ResponsibilitiesPlease find below active roles for Walk In Interview today at 4:00 PM Onwards  Testing Roles - Manual & Automation / Core Banking
 Net Developer - Jr. to Mid Level Solution Lead Manager -
 Life Insurance
 Business Anlalyst - Insurance Domain is must Report Developer - SSIS, SSRS, Hadoop Application Support - SQL Experience
 Technical Support Engineer - Hardware & Software Java Developer / Java Lead
 - Mid Level Experince with Spring
 Digital Application Manager- Insurance
 PHP Lead Mobile Developer iOS
C++ /C IT Desktop support | IT Heldesk support
 Data analyst- SQL Excel skills
 Project / Program Manager | Infrastructure | Digitalization
  
 
 RequirementsPlease bring along your Resume
"
229,Data Center Support Engineer,SERVLINK TECHNOLOGY RESOURCES PTE LTD,"$2,500to$3,200Monthly","Roles & Responsibilities Perform data daily walkthrough and update client shared database. Monitoring, update and closing of ticket via ticketing system with resolution summary. Using approved tools for incident and problem management, perform IMAC tasks when required. Support hardware replacement and Break-fix.
 Restore on-site equipment back to working status. Media Management. Escort 3rd party vendor to all local data centers (during office hour & after office hour) Perform data center power up/down (PDU), preventive maintenance work on equipment. Manage onsite equipment and update relevant inventory systems. Compile relevant data and statistics for monthly reporting Other ad hoc data center activities as and when required. Other duties and job functions as may be instructed from time to time by the Company and may be transferred from one section to another at the sole discretion of the Company  Requirements Min Diploma in IT or Computer Science or 1 - 2 years of relevant
working experience
 Required to work on permanent night shift (8pm - 8am), shift allowance will be given Working pattern (work 3 days, rest 3 days;
work 2 days, rest 2 days) "
230,Data Analyst,Company Undisclosed,"$5,000to$7,000Monthly","Roles & ResponsibilitiesA MullenLowe Group Data Analyst is responsible for the management of the application of traditional marketing analytics techniques (e.g. marketing mix modeling) to digital marketing data through 3rd party providers. They are also responsible for the management of attribution modeling projects through 3rd party providers, as well as handson development of new analytics products for our clients.  The role requires the day-to-day relationships between MullenLowe Profero and its analytics clients ensuring that all client activity is delivered on time, to budget, and to the highest possible standard of service.  The Data Analyst will also develop short and long-term analytics strategies for our clients. You are expected to bring your own ideas and impact in growing our client relationships and improving our working practices in order to allow MullenLowe Group
to deliver the best solutions to our clients businesses and marketing challenges. RequirementsSkills & Requirements The ideal candidate must have:  Good hands-on experience of performing marketing mix modeling projects for a variety of clients and industry verticals Ability to manage the delivery of analytics projects (using 3rd party analytics providers where relevant) across the full life-cycle, from inception to completion Passion for the application of traditional marketing analytics approaches to digital marketing data Knowledge of algorithmic attribution modeling, and the ability to manage client projects in this area (via 3rd party providers) Strong data management skills, comfort with relational databases, and data management applications /languages such as SQL and Access Good experience with analytical tools such as R, SPSS and SAS The ability to sell analytical and commercial ideas and concepts to non-technical audiences To interpret client business issues and understand which analytical techniques should be applied Capacity to innovate and think creatively with data Comfortable explaining analytical outputs to non-specialist audiences Be at the forefront of analytics knowledge, by keeping up to date with industry news and developments Contribute in developing new products and ways of working that improve MullenLowe Proferos analytics offering Several years experience performing marketing data analysis in a commercial environment Maintain a detailed understanding of the client business and digital marketing objectives Help direct the client to understand the value of analytics and grow the role of analytics in their marketing programs and customer relationships Understand all areas of MullenLowe Proferos expertise and ensure your clients are knowledgeable of our full range of products and services Continuously manage, monitor, and evolve service delivery and profitability, to enable us to fulfil our contracted promises to clients and ensure that we consistently deliver high quality service Be a trusted, knowledgeable source of information and developments in marketing analytics Help in preparation for and attend sales pitches as required  Leadership & Development:  Work with an entrepreneurial spirit to identify revenue opportunities and generate ideas for your clients, within and outside of briefs Inspire clients by demonstrating the capabilities of marketing analytics Be a catalyst for idea sharing and cross-department collaboration to advance the way we work and the work we deliver for our clients Work with an attitude of its up to me to make it happen  Professional Expectations:  Be on time for, and professional in, everything you do, be that meeting a client; delivering to timescales; actively participating, using the right tone; or protecting the clients information/IP or MullenLowe Proferos. Be an excellent communicator and presenter in all forms (in-person, email, over the phone) Complete Time-sheets and status documentation in a timely manner Proactively contribute to a positive team atmosphere and company culture, and generally be a role model for the junior members of the team "
231,Data Sciences & Analytics Engineer,SINGAPORE AIRLINES LIMITED,"$4,000to$8,000Monthly","Roles & ResponsibilitiesSIA has implemented the Enterprise Information Management (EIM) platform which is the single, integrated and comprehensive repository of enterprise data. Our Data Engineering Team is looking for Data Engineers to help us continue to build out our data infrastructure, making available to the business users the right data at their fingertips and supporting the business in big data analytics.   
    Responsibilities of the Data Engineer include:   
   Administration and monitoring of the EIM systems to ensure EIM operations run efficiently with the desired SLA and security compliance. Monitoring performance and advising any necessary infrastructure changes to the EIM landscape. Work with the infrastructure teams to implement such changes. Design and develop architecture for data services ecosystem spanning Relational, Columnar, NoSQL, In-Memory, Data Warehouses and BI & Big Data technologies. This include designing and implementing data pipelines & ETL processes. Design data models for mission critical and high volume data management, real-time and distributed data process aligning with the business requirements. Promote and develop data architecture best practices, guidelines, procedures and repeatable and scalable frameworks. Work with business units on their analytics initiatives, providing the data science expertise and resources besides being responsible for extracting the data from EIM as required for the project. Work with analytics vendors, providing the data sets as required and support the business users in assessments & validation of the analytics/statistical & machine learning models. Work with and help business units with tools like Tableau to visualize and create dashboards with the relevant data in EIM. Work closely with our application teams to operationalise & integrate analytics/machine learning models into our production systems.  Requirements BS in Computer Science or other related discipline is required. Advanced degree related to Analytics, Machine Learning & AI preferred. At least 3 years of relevant industry experience in following areas:     Knowledge and working experience with Machine Learning, AI, statistical techniques, and information retrieval as well as on data management systems, practices and standards. Knowledge and working experience with at least one visualization tools like Tableau, PowerBI, Qlik, or similar open source tools. Working experience in architecting highly performant databases using RedShift, PostgreSQL and Cassandra or NoSQL. Knowledge & working experience in Big Data technologies like In-Memory, New SQL, NoSQL, Hadoop Hive/Spark, etc Knowledge & experience in shell scripting, R, Python, Perl, Ruby, or any other scripting language. Should be proficient in at least shell scripting and R or Python. Experience with commercial ETL platforms with in-depth knowledge and understanding of ETL methodology & design supporting data transformations layer. Working experience with Ab Initio would be a bonus.   Strong knowledge and experience with Agile/Scrum methodology and iterative practices in a service delivery lifecycle is a PLUS. Working experience in an AWS or similar public cloud environment is another PLUS Excellent interpersonal & communication skills and proven ability as a problem-solver. Candidate to indicate in the application his/her strengths in data engineering and data science, and his/her preference. "
